Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,4/12/2020 22:00,67803,3221,64338
Heilongjiang,Mainland China,4/12/2020 22:00,740,13,470
Shanghai,Mainland China,4/12/2020 22:00,618,7,446
Beijing,Mainland China,4/12/2020 22:00,589,8,484
Guangdong,Mainland China,4/12/2020 22:00,1555,8,1454
Inner Mongolia,Mainland China,4/12/2020 22:00,190,1,83
Fujian,Mainland China,4/12/2020 22:00,352,1,325
Shanxi,Mainland China,4/12/2020 22:00,173,0,135
Zhejiang,Mainland China,4/12/2020 22:00,1267,1,1239
Tianjin,Mainland China,4/12/2020 22:00,184,3,161
Shandong,Mainland China,4/12/2020 22:00,784,7,758
Jiangsu,Mainland China,4/12/2020 22:00,653,0,638
Sichuan,Mainland China,4/12/2020 22:00,560,3,548
Liaoning,Mainland China,4/12/2020 22:00,145,2,136
Yunnan,Mainland China,4/12/2020 22:00,184,2,174
Hebei,Mainland China,4/12/2020 22:00,327,6,313
Shaanxi,Mainland China,4/12/2020 22:00,256,3,248
Jilin,Mainland China,4/12/2020 22:00,100,1,96
Chongqing,Mainland China,4/12/2020 22:00,579,6,570
Henan,Mainland China,4/12/2020 22:00,1276,22,1253
Gansu,Mainland China,4/12/2020 22:00,139,2,135
Hunan,Mainland China,4/12/2020 22:00,1019,4,1014
Anhui,Mainland China,4/12/2020 22:00,991,6,984
Jiangxi,Mainland China,4/12/2020 22:00,937,1,936
Guizhou,Mainland China,4/12/2020 22:00,147,2,144
Guangxi,Mainland China,4/12/2020 22:00,254,2,252
Hainan,Mainland China,4/12/2020 22:00,168,6,162
Xinjiang,Mainland China,4/12/2020 22:00,76,3,73
Ningxia,Mainland China,4/12/2020 22:00,75,0,75
Qinghai,Mainland China,4/12/2020 22:00,18,0,18
Tibet,Mainland China,4/12/2020 22:00,1,0,1
New South Wales,Australia,4/12/2020 22:00,2863,25,1420
Queensland,Australia,4/12/2020 22:00,987,5,368
Victoria,Australia,4/12/2020 22:00,1281,14,1015
South Australia,Australia,4/12/2020 22:00,429,4,179
Western Australia,Australia,4/12/2020 22:00,517,6,239
Tasmania,Australia,4/12/2020 22:00,144,5,48
Australian Capital Territory,Australia,4/12/2020 22:00,102,2,67
Northern Territory,Australia,4/12/2020 22:00,27,0,2
,Artania Cruise,4/12/2020 22:00,41,2,0
New York,US,4/12/2020 22:00,190288,9385,25765
New Jersey,US,4/12/2020 22:00,61850,2350,355
Massachusetts,US,4/12/2020 22:00,25475,756,729
Michigan,US,4/12/2020 22:00,24638,1487,443
California,US,4/12/2020 22:00,23209,675,978
Pennsylvania,US,4/12/2020 22:00,22997,557,179
Illinois,US,4/12/2020 22:00,20852,720,227
Louisiana,US,4/12/2020 22:00,20595,840,0
Florida,US,4/12/2020 22:00,19895,461,0
Texas,US,4/12/2020 22:00,13807,292,2068
Georgia,US,4/12/2020 22:00,12550,442,340
Connecticut,US,4/12/2020 22:00,12035,554,34
WA,US,4/12/2020 22:00,10530,510,1325
Maryland,US,4/12/2020 22:00,8225,236,456
Indiana,US,4/12/2020 22:00,7928,343,105
Colorado,US,4/12/2020 22:00,7307,290,112
Ohio,US,4/12/2020 22:00,6604,253,12
Tennessee,US,4/12/2020 22:00,5508,106,1504
Virginia,US,4/12/2020 22:00,5274,141,2
North Carolina,US,4/12/2020 22:00,4590,90,314
Missouri,US,4/12/2020 22:00,4272,118,191
Alabama,US,4/12/2020 22:00,3583,93,0
Arizona,US,4/12/2020 22:00,3542,115,3
Wisconsin,US,4/12/2020 22:00,3341,144,84
South Carolina,US,4/12/2020 22:00,3320,82,0
Nevada,US,4/12/2020 22:00,2836,112,994
Mississippi,US,4/12/2020 22:00,2781,96,0
Rhode Island,US,4/12/2020 22:00,2665,63,0
Utah,US,4/12/2020 22:00,2303,18,26
Oklahoma,US,4/12/2020 22:00,1970,96,409
Kentucky,US,4/12/2020 22:00,1963,97,306
Washington DC,US,4/12/2020 22:00,1875,50,493
Delaware,US,4/12/2020 22:00,1625,35,213
Minnesota,US,4/12/2020 22:00,1621,70,842
Iowa,US,4/12/2020 22:00,1587,41,674
Oregon,US,4/12/2020 22:00,1527,52,0
