Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/07/2020 20:00,24953,699,1115,
Guangdong,Mainland China,2/07/2020 20:00,1075,1,97,
Zhejiang,Mainland China,2/07/2020 20:00,1048,0,127,
Henan,Mainland China,2/07/2020 20:00,914,3,86,
Hunan,Mainland China,2/07/2020 20:00,772,0,112,
Anhui,Mainland China,2/07/2020 20:00,733,0,47,
Jiangxi,Mainland China,2/07/2020 20:00,698,0,55,
Chongqing,Mainland China,2/07/2020 20:00,426,2,31,
Jiangsu,Mainland China,2/07/2020 20:00,439,0,43,
Shandong,Mainland China,2/07/2020 20:00,407,0,38,
Sichuan,Mainland China,2/07/2020 20:00,344,1,42,
Beijing,Mainland China,2/07/2020 20:00,297,1,33,
Shanghai,Mainland China,2/07/2020 20:00,281,1,30,
Heilongjiang,Mainland China,2/07/2020 20:00,277,3,12,
Fujian,Mainland China,2/07/2020 20:00,224,0,20,
Shaanxi,Mainland China,2/07/2020 20:00,184,0,17,
Guangxi,Mainland China,2/07/2020 20:00,183,0,17,
Hebei,Mainland China,2/07/2020 20:00,195,1,25,
Yunnan,Mainland China,2/07/2020 20:00,138,0,12,
Hainan,Mainland China,2/07/2020 20:00,117,2,10,
Shanxi,Mainland China,2/07/2020 20:00,104,0,15,
Liaoning,Mainland China,2/07/2020 20:00,99,0,7,
Tianjin,Mainland China,2/07/2020 20:00,81,1,2,
Guizhou,Mainland China,2/07/2020 20:00,81,1,6,
Gansu,Mainland China,2/07/2020 20:00,71,1,9,
Jilin,Mainland China,2/07/2020 20:00,69,1,4,
Yokohama,Japan,2/07/2020 20:00,64,0,0,
Inner Mongolia,Mainland China,2/07/2020 20:00,50,0,5,
Ningxia,Mainland China,2/07/2020 20:00,43,0,5,
Xinjiang,Mainland China,2/07/2020 20:00,39,0,0,
,Singapore,2/07/2020 20:00,33,0,2,
Hong Kong,Hong Kong,2/07/2020 20:00,26,1,0,
,Thailand,2/07/2020 20:00,25,0,9,
,Japan,2/07/2020 20:00,25,0,4,
,South Korea,2/07/2020 20:00,24,0,2,
Qinghai,Mainland China,2/07/2020 20:00,18,0,3,
Taiwan,Taiwan,2/07/2020 20:00,16,0,1,
,Malaysia,2/07/2020 20:00,15,0,1,
,Germany,2/07/2020 20:00,14,0,0,
,Vietnam,2/07/2020 20:00,12,0,3,
Macau,Macau,2/07/2020 20:00,10,0,1,
,France,2/07/2020 20:00,6,0,0,
California,US,2/07/2020 20:00,6,0,0,"San Benito, Los Angeles, Orange, Santa Clara"
,United Arab Emirates,2/07/2020 20:00,7,0,0,
Queensland,Australia,2/07/2020 20:00,5,0,0,
New South Wales,Australia,2/07/2020 20:00,4,0,3,
Victoria,Australia,2/07/2020 20:00,4,0,0,
British Columbia,Canada,2/07/2020 20:00,4,0,0,
Ontario,Canada,2/07/2020 20:00,3,0,0,
,India,2/07/2020 20:00,3,0,0,
,Philippines,2/07/2020 20:00,3,1,0,
,UK,2/07/2020 20:00,3,0,0,
,Italy,2/07/2020 20:00,3,0,0,
,Russia,2/07/2020 20:00,2,0,0,
Illinois,US,2/07/2020 20:00,2,0,2,Chicago
South Australia,Australia,2/07/2020 20:00,2,0,0,
,Cambodia,2/07/2020 20:00,1,0,1,
,Finland,2/07/2020 20:00,1,0,1,
,Sri Lanka,2/07/2020 20:00,1,0,1,
Tibet,Mainland China,2/07/2020 20:00,1,0,0,
,Nepal,2/07/2020 20:00,1,0,0,
,Spain,2/07/2020 20:00,1,0,0,
,Sweden,2/07/2020 20:00,1,0,0,
Massachusetts,US,2/07/2020 20:00,1,0,0,Boston
WA,US,2/07/2020 20:00,1,0,0,Seattle
Arizona,US,2/07/2020 20:00,1,0,0,Tempe
Brussels,Belgium,2/07/2020 20:00,1,0,0,
WI,US,2/07/2020 20:00,1,0,0,Madison
