Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/17/2020 01:00,58182,1696,6642,
Guangdong,Mainland China,2/17/2020 01:00,1322,4,485,
Henan,Mainland China,2/17/2020 01:00,1246,16,480,
Zhejiang,Mainland China,2/17/2020 01:00,1171,0,471,
Hunan,Mainland China,2/17/2020 01:00,1006,3,479,
Anhui,Mainland China,2/17/2020 01:00,973,6,278,
Jiangxi,Mainland China,2/17/2020 01:00,930,1,275,
Jiangsu,Mainland China,2/17/2020 01:00,626,0,226,
Chongqing,Mainland China,2/17/2020 01:00,551,5,207,
Shandong,Mainland China,2/17/2020 01:00,541,2,177,
Sichuan,Mainland China,2/17/2020 01:00,495,3,137,
Heilongjiang,Mainland China,2/17/2020 01:00,457,11,80,
Beijing,Mainland China,2/17/2020 01:00,381,4,114,
Yokohama,Japan,2/17/2020 01:00,355,0,0,
Shanghai,Mainland China,2/17/2020 01:00,331,1,161,
Hebei,Mainland China,2/17/2020 01:00,301,3,111,
Fujian,Mainland China,2/17/2020 01:00,290,0,84,
Guangxi,Mainland China,2/17/2020 01:00,238,2,51,
Shaanxi,Mainland China,2/17/2020 01:00,240,0,74,
Yunnan,Mainland China,2/17/2020 01:00,171,0,45,
Hainan,Mainland China,2/17/2020 01:00,163,4,52,
Guizhou,Mainland China,2/17/2020 01:00,146,1,54,
Shanxi,Mainland China,2/17/2020 01:00,129,0,50,
Tianjin,Mainland China,2/17/2020 01:00,125,3,45,
Liaoning,Mainland China,2/17/2020 01:00,121,1,41,
Gansu,Mainland China,2/17/2020 01:00,90,2,54,
Jilin,Mainland China,2/17/2020 01:00,89,1,30,
,Singapore,2/17/2020 01:00,75,0,19,
Xinjiang,Mainland China,2/17/2020 01:00,75,1,12,
Ningxia,Mainland China,2/17/2020 01:00,70,0,33,
Inner Mongolia,Mainland China,2/17/2020 01:00,72,0,8,
Hong Kong,Hong Kong,2/17/2020 01:00,57,1,2,
,Japan,2/17/2020 01:00,62,1,17,
,Thailand,2/17/2020 01:00,34,0,14,
,South Korea,2/17/2020 01:00,30,0,9,
,Malaysia,2/17/2020 01:00,22,0,8,
Qinghai,Mainland China,2/17/2020 01:00,18,0,13,
Taiwan,Taiwan,2/17/2020 01:00,20,1,2,
,Germany,2/17/2020 01:00,16,0,3,
,Vietnam,2/17/2020 01:00,16,0,7,
,France,2/17/2020 01:00,12,1,4,
Macau,Macau,2/17/2020 01:00,10,0,5,
,UK,2/17/2020 01:00,9,0,8,
,United Arab Emirates,2/17/2020 01:00,9,0,3,
California,US,2/17/2020 01:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/17/2020 01:00,5,0,0,
British Columbia,Canada,2/17/2020 01:00,5,0,0,
New South Wales,Australia,2/17/2020 01:00,4,0,4,
Victoria,Australia,2/17/2020 01:00,4,0,4,
,India,2/17/2020 01:00,3,0,3,
Ontario,Canada,2/17/2020 01:00,3,0,1,
,Philippines,2/17/2020 01:00,3,1,2,
,Italy,2/17/2020 01:00,3,0,0,
,Russia,2/17/2020 01:00,2,0,2,
Illinois,US,2/17/2020 01:00,2,0,2,Chicago
South Australia,Australia,2/17/2020 01:00,2,0,0,
,Spain,2/17/2020 01:00,2,0,2,
,Cambodia,2/17/2020 01:00,1,0,1,
,Finland,2/17/2020 01:00,1,0,1,
,Sri Lanka,2/17/2020 01:00,1,0,1,
Tibet,Mainland China,2/17/2020 01:00,1,0,1,
,Nepal,2/17/2020 01:00,1,0,1,
,Sweden,2/17/2020 01:00,1,0,0,
Massachusetts,US,2/17/2020 01:00,1,0,0,Boston
WA,US,2/17/2020 01:00,1,0,1,Seattle
Arizona,US,2/17/2020 01:00,1,0,0,Tempe
Brussels,Belgium,2/17/2020 01:00,1,0,0,
WI,US,2/17/2020 01:00,1,0,0,Madison
Texas,US,2/17/2020 01:00,1,0,0,
,Egypt,2/17/2020 01:00,1,0,0,
