Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,4/08/2020 23:00,67803,3215,64187
Shanghai,Mainland China,4/08/2020 23:00,552,7,417
Heilongjiang,Mainland China,4/08/2020 23:00,609,13,470
Beijing,Mainland China,4/08/2020 23:00,588,8,464
Guangdong,Mainland China,4/08/2020 23:00,1539,8,1423
Inner Mongolia,Mainland China,4/08/2020 23:00,126,1,79
Fujian,Mainland China,4/08/2020 23:00,351,1,308
Shanxi,Mainland China,4/08/2020 23:00,166,0,134
Zhejiang,Mainland China,4/08/2020 23:00,1267,1,1235
Tianjin,Mainland China,4/08/2020 23:00,181,3,152
Shandong,Mainland China,4/08/2020 23:00,783,7,756
Jiangsu,Mainland China,4/08/2020 23:00,651,0,633
Sichuan,Mainland China,4/08/2020 23:00,560,3,541
Liaoning,Mainland China,4/08/2020 23:00,144,2,131
Yunnan,Mainland China,4/08/2020 23:00,184,2,173
Hebei,Mainland China,4/08/2020 23:00,327,6,313
Shaanxi,Mainland China,4/08/2020 23:00,256,3,246
Jilin,Mainland China,4/08/2020 23:00,98,1,93
Chongqing,Mainland China,4/08/2020 23:00,579,6,570
Henan,Mainland China,4/08/2020 23:00,1276,22,1252
Gansu,Mainland China,4/08/2020 23:00,139,2,135
Hunan,Mainland China,4/08/2020 23:00,1019,4,1014
Anhui,Mainland China,4/08/2020 23:00,991,6,984
Jiangxi,Mainland China,4/08/2020 23:00,937,1,935
Guizhou,Mainland China,4/08/2020 23:00,147,2,144
Guangxi,Mainland China,4/08/2020 23:00,254,2,252
Hainan,Mainland China,4/08/2020 23:00,168,6,162
Xinjiang,Mainland China,4/08/2020 23:00,76,3,73
Ningxia,Mainland China,4/08/2020 23:00,75,0,75
Qinghai,Mainland China,4/08/2020 23:00,18,0,18
Tibet,Mainland China,4/08/2020 23:00,1,0,1
New South Wales,Australia,4/08/2020 23:00,2773,20,4
Queensland,Australia,4/08/2020 23:00,953,5,368
Victoria,Australia,4/08/2020 23:00,1228,12,806
South Australia,Australia,4/08/2020 23:00,420,3,120
Western Australia,Australia,4/08/2020 23:00,495,6,170
Tasmania,Australia,4/08/2020 23:00,107,3,34
Australian Capital Territory,Australia,4/08/2020 23:00,99,2,54
Northern Territory,Australia,4/08/2020 23:00,27,0,2
,Artania Cruise,4/08/2020 23:00,41,2,0
,Australia,4/08/2020 23:00,0,0,1201
New York,US,4/08/2020 23:00,151079,6269,15927
New Jersey,US,4/08/2020 23:00,47437,1504,51
Michigan,US,4/08/2020 23:00,20346,959,94
California,US,4/08/2020 23:00,19031,507,430
Louisiana,US,4/08/2020 23:00,17030,652,0
Massachusetts,US,4/08/2020 23:00,16790,433,311
