Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/11/2020 17:30,33366,1068,2639,
Guangdong,Mainland China,2/11/2020 17:30,1177,1,211,
Zhejiang,Mainland China,2/11/2020 17:30,1117,0,267,
Henan,Mainland China,2/11/2020 17:30,1105,7,215,
Hunan,Mainland China,2/11/2020 17:30,912,1,239,
Anhui,Mainland China,2/11/2020 17:30,860,4,105,
Jiangxi,Mainland China,2/11/2020 17:30,804,1,127,
Jiangsu,Mainland China,2/11/2020 17:30,515,0,93,
Shandong,Mainland China,2/11/2020 17:30,487,1,80,
Chongqing,Mainland China,2/11/2020 17:30,489,2,72,
Sichuan,Mainland China,2/11/2020 17:30,417,1,85,
Heilongjiang,Mainland China,2/11/2020 17:30,360,8,28,
Beijing,Mainland China,2/11/2020 17:30,342,3,48,
Shanghai,Mainland China,2/11/2020 17:30,303,1,53,
Fujian,Mainland China,2/11/2020 17:30,267,0,43,
Hebei,Mainland China,2/11/2020 17:30,239,2,48,
Shaanxi,Mainland China,2/11/2020 17:30,219,0,32,
Guangxi,Mainland China,2/11/2020 17:30,215,1,31,
Yunnan,Mainland China,2/11/2020 17:30,153,0,20,
Hainan,Mainland China,2/11/2020 17:30,142,3,20,
Yokohama,Japan,2/11/2020 17:30,135,0,0,
Shanxi,Mainland China,2/11/2020 17:30,122,0,28,
Guizhou,Mainland China,2/11/2020 17:30,127,1,13,
Liaoning,Mainland China,2/11/2020 17:30,111,0,18,
Tianjin,Mainland China,2/11/2020 17:30,104,2,10,
Gansu,Mainland China,2/11/2020 17:30,86,2,21,
Jilin,Mainland China,2/11/2020 17:30,81,1,18,
Inner Mongolia,Mainland China,2/11/2020 17:30,58,0,5,
Xinjiang,Mainland China,2/11/2020 17:30,55,0,3,
Ningxia,Mainland China,2/11/2020 17:30,53,0,22,
,Singapore,2/11/2020 17:30,47,0,9,
Hong Kong,Hong Kong,2/11/2020 17:30,49,1,0,
,Thailand,2/11/2020 17:30,33,0,10,
,South Korea,2/11/2020 17:30,28,0,4,
,Japan,2/11/2020 17:30,28,0,9,
Qinghai,Mainland China,2/11/2020 17:30,18,0,5,
Taiwan,Taiwan,2/11/2020 17:30,18,0,1,
,Malaysia,2/11/2020 17:30,18,0,3,
,Vietnam,2/11/2020 17:30,15,0,6,
,Germany,2/11/2020 17:30,16,0,0,
,France,2/11/2020 17:30,11,0,0,
Macau,Macau,2/11/2020 17:30,10,0,1,
,UK,2/11/2020 17:30,8,0,1,
,United Arab Emirates,2/11/2020 17:30,8,0,1,
California,US,2/11/2020 17:30,7,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/11/2020 17:30,5,0,0,
New South Wales,Australia,2/11/2020 17:30,4,0,3,
Victoria,Australia,2/11/2020 17:30,4,0,2,
British Columbia,Canada,2/11/2020 17:30,4,0,0,
Ontario,Canada,2/11/2020 17:30,3,0,0,
,India,2/11/2020 17:30,3,0,0,
,Philippines,2/11/2020 17:30,3,1,2,
,Italy,2/11/2020 17:30,3,0,0,
,Russia,2/11/2020 17:30,2,0,0,
Illinois,US,2/11/2020 17:30,2,0,2,Chicago
South Australia,Australia,2/11/2020 17:30,2,0,0,
,Spain,2/11/2020 17:30,2,0,0,
,Cambodia,2/11/2020 17:30,1,0,1,
,Finland,2/11/2020 17:30,1,0,1,
,Sri Lanka,2/11/2020 17:30,1,0,1,
Tibet,Mainland China,2/11/2020 17:30,1,0,0,
,Nepal,2/11/2020 17:30,1,0,0,
,Sweden,2/11/2020 17:30,1,0,0,
Massachusetts,US,2/11/2020 17:30,1,0,0,Boston
WA,US,2/11/2020 17:30,1,0,0,Seattle
Arizona,US,2/11/2020 17:30,1,0,0,Tempe
Brussels,Belgium,2/11/2020 17:30,1,0,0,
WI,US,2/11/2020 17:30,1,0,0,Madison
