Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
Shanghai,Mainland China,5/22/2020 07:00,667,7,646,0,0
Inner Mongolia,Mainland China,5/22/2020 07:00,217,1,199,0,0
Shaanxi,Mainland China,5/22/2020 07:00,308,3,303,0,0
Hubei,Mainland China,5/22/2020 07:00,68135,4512,63616,0,0
Beijing,Mainland China,5/22/2020 07:00,593,9,579,0,0
Guangdong,Mainland China,5/22/2020 07:00,1591,8,1580,0,0
Shandong,Mainland China,5/22/2020 07:00,788,7,780,0,0
Jilin,Mainland China,5/22/2020 07:00,154,2,127,0,0
Tianjin,Mainland China,5/22/2020 07:00,192,3,187,0,0
Liaoning,Mainland China,5/22/2020 07:00,149,2,144,0,0
Sichuan,Mainland China,5/22/2020 07:00,563,3,558,0,0
Hainan,Mainland China,5/22/2020 07:00,169,6,162,0,0
Henan,Mainland China,5/22/2020 07:00,1276,22,1254,0,0
Zhejiang,Mainland China,5/22/2020 07:00,1268,1,1267,0,0
Hunan,Mainland China,5/22/2020 07:00,1019,4,1015,0,0
Anhui,Mainland China,5/22/2020 07:00,991,6,985,0,0
Heilongjiang,Mainland China,5/22/2020 07:00,945,13,932,0,0
Jiangxi,Mainland China,5/22/2020 07:00,937,1,936,0,0
Jiangsu,Mainland China,5/22/2020 07:00,653,0,653,0,0
Chongqing,Mainland China,5/22/2020 07:00,579,6,573,0,0
Fujian,Mainland China,5/22/2020 07:00,356,1,355,0,0
Hebei,Mainland China,5/22/2020 07:00,328,6,322,0,0
Guangxi,Mainland China,5/22/2020 07:00,254,2,252,0,0
Shanxi,Mainland China,5/22/2020 07:00,198,0,198,0,0
Yunnan,Mainland China,5/22/2020 07:00,185,2,183,0,0
Guizhou,Mainland China,5/22/2020 07:00,147,2,145,0,0
Gansu,Mainland China,5/22/2020 07:00,139,2,137,0,0
Xinjiang,Mainland China,5/22/2020 07:00,76,3,73,0,0
Ningxia,Mainland China,5/22/2020 07:00,75,0,75,0,0
Qinghai,Mainland China,5/22/2020 07:00,18,0,18,0,0
Tibet,Mainland China,5/22/2020 07:00,1,0,1,0,0
New South Wales,Australia,5/22/2020 07:00,3084,48,2648,402623,0
Queensland,Australia,5/22/2020 07:00,1058,6,1040,169863,0
Victoria,Australia,5/22/2020 07:00,1593,18,1479,393103,0
South Australia,Australia,5/22/2020 07:00,439,4,435,86089,0
Western Australia,Australia,5/22/2020 07:00,557,9,545,73306,0
Tasmania,Australia,5/22/2020 07:00,228,13,201,23547,0
Australian Capital Territory,Australia,5/22/2020 07:00,107,3,104,15253,0
Northern Territory,Australia,5/22/2020 07:00,29,0,29,6809,0
New York,US,5/22/2020 07:00,361699,27945,41376,0,0
New Jersey,US,5/22/2020 07:00,151586,10846,3736,0,0
Illinois,US,5/22/2020 07:00,102688,4607,2861,0,0
Massachusetts,US,5/22/2020 07:00,90084,6148,16508,0,0
California,US,5/22/2020 07:00,88480,3604,12569,0,0
Pennsylvania,US,5/22/2020 07:00,69252,4869,1369,0,0
Michigan,US,5/22/2020 07:00,53512,5129,28234,0,0
Florida,US,5/22/2020 07:00,48675,2144,381,0,0
Texas,US,5/22/2020 07:00,53053,1460,31223,0,0
Connecticut,US,5/22/2020 07:00,39208,3583,63,0,0
