Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests
New York,US,4/18/2020 13:42,230624,12825,28089,0
New Jersey,US,4/18/2020 13:42,78467,3840,470,0
Massachusetts,US,4/18/2020 13:42,34402,1404,729,0
Pennsylvania,US,4/18/2020 13:42,30031,921,340,0
Michigan,US,4/18/2020 13:42,30023,2227,502,0
California,US,4/18/2020 13:42,29198,1041,2560,0
Illinois,US,4/18/2020 13:42,27577,1132,465,0
Florida,US,4/18/2020 13:42,24759,726,174,0
Louisiana,US,4/18/2020 13:42,23118,1213,0,0
Texas,US,4/18/2020 13:42,18074,456,4190,0
Georgia,US,4/18/2020 13:42,17432,668,340,0
Connecticut,US,4/18/2020 13:42,16809,1036,63,0
WA,US,4/18/2020 13:42,11707,610,1757,0
Maryland,US,4/18/2020 13:42,11572,493,736,0
Indiana,US,4/18/2020 13:42,10154,519,150,0
Ohio,US,4/18/2020 13:42,9107,418,448,0
Colorado,US,4/18/2020 13:42,9047,391,510,0
Virginia,US,4/18/2020 13:42,7491,231,721,0
Tennessee,US,4/18/2020 13:42,6589,142,3018,0
North Carolina,US,4/18/2020 13:42,6198,181,997,0
Missouri,US,4/18/2020 13:42,5371,184,472,0
Alabama,US,4/18/2020 13:42,4572,151,0,0
Arizona,US,4/18/2020 13:42,4511,169,6,0
Rhode Island,US,4/18/2020 13:42,4177,118,0,0
South Carolina,US,4/18/2020 13:42,4086,116,0,0
Wisconsin,US,4/18/2020 13:42,4053,206,135,0
Mississippi,US,4/18/2020 13:42,3793,140,0,0
Nevada,US,4/18/2020 13:42,3524,142,1664,0
Utah,US,4/18/2020 13:42,2810,23,220,0
Kentucky,US,4/18/2020 13:42,2522,137,956,0
Washington DC,US,4/18/2020 13:42,2476,86,573,0
Oklahoma,US,4/18/2020 13:42,2465,136,1060,0
Iowa,US,4/18/2020 13:42,2333,64,1007,0
Delaware,US,4/18/2020 13:42,2323,61,378,0
Minnesota,US,4/18/2020 13:42,2070,111,1066,0
Oregon,US,4/18/2020 13:42,1785,70,42,0
Kansas,US,4/18/2020 13:42,1742,83,421,0
New Mexico,US,4/18/2020 13:42,1711,51,382,0
Arkansas,US,4/18/2020 13:42,1695,37,548,0
Idaho,US,4/18/2020 13:42,1609,41,390,0
South Dakota,US,4/18/2020 13:42,1411,7,457,0
New Hampshire,US,4/18/2020 13:42,1287,37,468,0
Nebraska,US,4/18/2020 13:42,1138,24,0,0
Puerto Rico,US,4/18/2020 13:42,1068,58,0,0
Navajo Nation,US,4/18/2020 13:42,1042,41,0,0
Maine,US,4/18/2020 13:42,827,29,352,0
Vermont,US,4/18/2020 13:42,779,35,0,0
West Virginia,US,4/18/2020 13:42,776,16,223,0
Hawaii,US,4/18/2020 13:42,553,9,374,0
Montana,US,4/18/2020 13:42,422,8,233,0
North Dakota,US,4/18/2020 13:42,393,9,172,0
Alaska,US,4/18/2020 13:42,309,9,110,0
Wyoming,US,4/18/2020 13:42,305,2,187,0
Guam,US,4/18/2020 13:42,136,5,97,0
Grand Princess,US,4/18/2020 13:42,103,3,0,0
US Virgin Islands,US,4/18/2020 13:42,51,2,43,0
Diamond Princess,US,4/18/2020 13:42,49,0,0,0
Quebec,Canada,4/18/2020 13:42,16798,688,3068,0
Ontario,Canada,4/18/2020 13:42,10456,524,4556,0
Alberta,Canada,4/18/2020 13:42,2397,50,1124,0
British Columbia,Canada,4/18/2020 13:42,1618,78,983,0
Nova Scotia,Canada,4/18/2020 13:42,606,4,177,0
Saskatchewan,Canada,4/18/2020 13:42,307,4,228,0
Newfoundland and Labrador,Canada,4/18/2020 13:42,256,3,176,0
Manitoba,Canada,4/18/2020 13:42,250,5,132,0
New Brunswick,Canada,4/18/2020 13:42,117,0,83,0
Prince Edward Island,Canada,4/18/2020 13:42,26,0,23,0
Yukon,Canada,4/18/2020 13:42,8,0,6,0
Northwest Territories,Canada,4/18/2020 13:42,5,0,3,0
,US,4/18/2020 13:42,0,0,0,3574984
,Canada,4/18/2020 13:42,0,0,0,507701
,Spain,4/18/2020 13:42,190839,20002,74797,930230
,Italy,4/18/2020 13:42,172434,22745,42727,1244108
,France,4/18/2020 13:42,147969,18681,34420,463662
,Germany,4/18/2020 13:42,141397,4352,83114,1728357
,UK,4/18/2020 13:42,108692,14576,626,438991
,Iran,4/18/2020 13:42,79494,4958,54064,319879
,Turkey,4/18/2020 13:42,78546,1769,8631,558413
Brussels,Belgium,4/18/2020 13:42,36138,5163,7961,139387
,Brazil,4/18/2020 13:42,34221,2171,14026,62985
,Russia,4/18/2020 13:42,32008,273,2590,1718019
,Netherlands,4/18/2020 13:42,30449,3459,250,154911
,Switzerland,4/18/2020 13:42,27078,1327,16400,206400
,Portugal,4/18/2020 13:42,19022,657,519,234207
,Austria,4/18/2020 13:42,14595,431,9704,169272
,India,4/18/2020 13:42,14352,486,2041,335123
,Ireland,4/18/2020 13:42,13980,530,77,90646
,Peru,4/18/2020 13:42,13489,300,6541,127513
,Sweden,4/18/2020 13:42,13216,1400,550,74600
,Israel,4/18/2020 13:42,12982,151,3126,187250
,South Korea,4/18/2020 13:42,10653,232,7937,546463
,Japan,4/18/2020 13:42,9787,190,935,100703
,Chile,4/18/2020 13:42,9252,116,3621,103873
,Ecuador,4/18/2020 13:42,8450,421,838,27868
,Poland,4/18/2020 13:42,8379,332,866,179654
,Romania,4/18/2020 13:42,8067,411,1508,85805
,Saudi Arabia,4/18/2020 13:42,7142,87,1049,150000
,Denmark,4/18/2020 13:42,7073,336,3389,87024
,Pakistan,4/18/2020 13:42,7025,135,1765,84704
,Norway,4/18/2020 13:42,6937,161,32,136236
,Mexico,4/18/2020 13:42,6875,546,2125,48365
,Czechia,4/18/2020 13:42,6549,173,1174,154307
,United Arab Emirates,4/18/2020 13:42,6302,37,1188,767000
,Indonesia,4/18/2020 13:42,5923,520,607,37134
,Philippines,4/18/2020 13:42,5878,387,487,48171
,Serbia,4/18/2020 13:42,5690,110,534,32566
,Malaysia,4/18/2020 13:42,5251,86,2967,96695
,Singapore,4/18/2020 13:42,5050,11,708,94796
,Belarus,4/18/2020 13:42,4779,42,342,86813
,Qatar,4/18/2020 13:42,4663,7,464,58328
,Ukraine,4/18/2020 13:42,4662,125,246,47096
,Panama,4/18/2020 13:42,4210,116,122,18559
,Dominican Republic,4/18/2020 13:42,4126,200,268,13282
,Finland,4/18/2020 13:42,3489,82,1700,52500
,Luxembourg,4/18/2020 13:42,3480,72,579,32394
,Colombia,4/18/2020 13:42,3439,153,634,55573
,Egypt,4/18/2020 13:42,2844,205,646,25000
,South Africa,4/18/2020 13:42,2783,50,903,100827
,Argentina,4/18/2020 13:42,2758,129,666,28650
,Thailand,4/18/2020 13:42,2700,47,1689,100498
,Morocco,4/18/2020 13:42,2564,135,281,12952
,Algeria,4/18/2020 13:42,2418,364,846,3359
,Moldova,4/18/2020 13:42,2264,56,276,9848
,Greece,4/18/2020 13:42,2224,108,269,50771
,Bangladesh,4/18/2020 13:42,1838,75,58,19193
,Croatia,4/18/2020 13:42,1814,36,600,20953
,Hungary,4/18/2020 13:42,1763,156,207,41590
,Iceland,4/18/2020 13:42,1754,9,1224,39536
,Bahrain,4/18/2020 13:42,1740,7,725,79564
,Kuwait,4/18/2020 13:42,1658,5,258,0
,Kazakhstan,4/18/2020 13:42,1546,17,347,85735
,Iraq,4/18/2020 13:42,1482,81,906,51737
,Estonia,4/18/2020 13:42,1459,38,145,37594
,New Zealand,4/18/2020 13:42,1422,11,867,79078
,Uzbekistan,4/18/2020 13:42,1405,4,156,136000
,Azerbaijan,4/18/2020 13:42,1340,15,528,86607
,Slovenia,4/18/2020 13:42,1304,66,174,39330
,Bosnia and Herzegovina,4/18/2020 13:42,1214,46,320,15751
,Armenia,4/18/2020 13:42,1201,19,402,10793
,Lithuania,4/18/2020 13:42,1149,33,210,53101
,North Macedonia,4/18/2020 13:42,1117,49,139,10859
,Oman,4/18/2020 13:42,1069,6,176,0
,Slovakia,4/18/2020 13:42,1049,9,175,37732
Hong Kong,Hong Kong,4/18/2020 13:42,1022,4,533,131786
,Cameroon,4/18/2020 13:42,1017,22,177,0
,Cuba,4/18/2020 13:42,923,31,192,23317
,Afghanistan,4/18/2020 13:42,906,30,99,0
,Tunisia,4/18/2020 13:42,864,37,43,14640
,Bulgaria,4/18/2020 13:42,846,41,141,18502
,Cyprus,4/18/2020 13:42,750,12,77,29075
,Djibouti,4/18/2020 13:42,732,2,76,7486
Yokohama,Japan,4/18/2020 13:42,712,13,644,0
,Andorra,4/18/2020 13:42,696,35,191,1673
,Ivory Coast,4/18/2020 13:42,688,6,193,0
,Latvia,4/18/2020 13:42,682,5,88,32837
,Lebanon,4/18/2020 13:42,668,21,94,19185
,Costa Rica,4/18/2020 13:42,649,4,88,9752
,Ghana,4/18/2020 13:42,641,8,83,50719
,Niger,4/18/2020 13:42,627,18,110,4688
,Burkina Faso,4/18/2020 13:42,557,35,294,0
,Albania,4/18/2020 13:42,539,26,283,5080
,Uruguay,4/18/2020 13:42,508,9,294,11749
,Bolivia,4/18/2020 13:42,493,31,31,3569
,Nigeria,4/18/2020 13:42,493,17,159,7153
,Kyrgyzstan,4/18/2020 13:42,489,5,114,26147
,Guinea,4/18/2020 13:42,477,3,59,0
,Channel Islands,4/18/2020 13:42,470,20,73,3320
,Honduras,4/18/2020 13:42,457,46,10,2396
,San Marino,4/18/2020 13:42,435,39,57,846
,Malta,4/18/2020 13:42,422,3,91,22254
,Jordan,4/18/2020 13:42,407,7,265,20500
,Palestine,4/18/2020 13:42,402,2,69,17329
,Reunion,4/18/2020 13:42,402,0,237,0
Taiwan,Taiwan,4/18/2020 13:42,395,6,166,51603
,Georgia,4/18/2020 13:42,370,3,79,5027
,Senegal,4/18/2020 13:42,342,2,198,0
,Mauritius,4/18/2020 13:42,324,9,108,9755
,Montenegro,4/18/2020 13:42,303,5,55,3874
,Isle of Man,4/18/2020 13:42,291,4,169,2375
,DRC,4/18/2020 13:42,287,23,25,0
,Vietnam,4/18/2020 13:42,268,0,198,206253
,Kenya,4/18/2020 13:42,246,11,53,10784
,Mayotte,4/18/2020 13:42,245,4,117,1700
,Sri Lanka,4/18/2020 13:42,244,7,77,4768
,Venezuela,4/18/2020 13:42,227,9,113,299714
,Guatemala,4/18/2020 13:42,214,7,21,7200
,Paraguay,4/18/2020 13:42,202,8,35,4950
,Faeroe Islands,4/18/2020 13:42,184,0,171,5846
,El Salvador,4/18/2020 13:42,177,7,38,9267
,Mali,4/18/2020 13:42,171,13,34,0
,Jamaica,4/18/2020 13:42,163,5,25,1516
,Martinique,4/18/2020 13:42,158,8,73,0
,Tanzania,4/18/2020 13:42,147,5,11,0
,Guadeloupe,4/18/2020 13:42,145,8,67,0
,Congo,4/18/2020 13:42,143,6,11,0
,Rwanda,4/18/2020 13:42,143,0,65,6237
,Brunei,4/18/2020 13:42,136,1,112,11089
,Gibraltar,4/18/2020 13:42,132,0,105,1760
,Cambodia,4/18/2020 13:42,122,0,98,5768
,Madagascar,4/18/2020 13:42,117,0,33,2357
,Somalia,4/18/2020 13:42,116,6,2,0
,Trinidad and Tobago,4/18/2020 13:42,114,8,20,1298
,Gabon,4/18/2020 13:42,108,1,7,572
,Ethiopia,4/18/2020 13:42,96,3,15,6231
,Aruba,4/18/2020 13:42,96,2,43,1298
,French Guiana,4/18/2020 13:42,96,0,61,0
,Monaco,4/18/2020 13:42,94,3,20,0
,Myanmar,4/18/2020 13:42,88,4,5,3505
,Bermuda,4/18/2020 13:42,83,5,35,552
,Togo,4/18/2020 13:42,83,5,48,3926
,Liechtenstein,4/18/2020 13:42,79,1,55,900
,Equatorial Guinea,4/18/2020 13:42,79,0,4,854
,Liberia,4/18/2020 13:42,76,7,7,0
,Barbados,4/18/2020 13:42,75,5,15,965
,Guyana,4/18/2020 13:42,63,6,9,283
,Cayman Islands,4/18/2020 13:42,61,1,7,702
,Sint Maarten,4/18/2020 13:42,57,9,12,163
,Cabo Verde,4/18/2020 13:42,56,1,1,0
,French Polynesia,4/18/2020 13:42,55,0,2,1163
,Uganda,4/18/2020 13:42,55,0,20,9975
,Bahamas,4/18/2020 13:42,54,9,9,0
,Zambia,4/18/2020 13:42,52,2,30,2191
,Libya,4/18/2020 13:42,49,1,11,699
Macau,Macau,4/18/2020 13:42,45,0,16,0
,Haiti,4/18/2020 13:42,43,3,0,365
,Guinea-Bissau,4/18/2020 13:42,43,0,0,1500
,Syria,4/18/2020 13:42,38,2,5,0
,Saint Martin,4/18/2020 13:42,35,2,13,0
,Benin,4/18/2020 13:42,35,1,18,0
,Eritrea,4/18/2020 13:42,35,0,0,0
,Mozambique,4/18/2020 13:42,34,0,2,898
,Sudan,4/18/2020 13:42,33,6,4,0
,Mongolia,4/18/2020 13:42,31,0,5,1450
,Nepal,4/18/2020 13:42,30,0,2,15800
,Maldives,4/18/2020 13:42,29,0,16,3497
,Chad,4/18/2020 13:42,27,0,5,0
,Sierra Leone,4/18/2020 13:42,26,0,0,0
,Zimbabwe,4/18/2020 13:42,24,3,2,2493
,Antigua and Barbuda,4/18/2020 13:42,23,3,3,73
,Angola,4/18/2020 13:42,19,2,5,0
,Laos,4/18/2020 13:42,19,0,2,1288
,Belize,4/18/2020 13:42,18,2,0,651
,New Caledonia,4/18/2020 13:42,18,0,14,3316
,Timor-Leste,4/18/2020 13:42,18,0,1,0
,Malawi,4/18/2020 13:42,17,2,3,417
,Eswatini,4/18/2020 13:42,17,1,8,714
,Fiji,4/18/2020 13:42,17,0,0,0
,Dominica,4/18/2020 13:42,16,0,8,345
,Namibia,4/18/2020 13:42,16,0,4,362
,Botswana,4/18/2020 13:42,15,1,0,3602
,Saint Lucia,4/18/2020 13:42,15,0,11,319
,Curacao,4/18/2020 13:42,14,1,10,269
,Grenada,4/18/2020 13:42,14,0,6,92
,Saint Kitts and Nevis,4/18/2020 13:42,14,0,0,234
,CAR,4/18/2020 13:42,12,0,4,0
,St. Vincent Grenadines,4/18/2020 13:42,12,0,1,87
,Turks and Caicos,4/18/2020 13:42,11,1,0,83
,Falkland Islands,4/18/2020 13:42,11,0,1,137
,Greenland,4/18/2020 13:42,11,0,11,1019
,Montserrat,4/18/2020 13:42,11,0,1,36
,Seychelles,4/18/2020 13:42,11,0,5,0
,Suriname,4/18/2020 13:42,10,1,6,0
,MS Zaandam,4/18/2020 13:42,9,2,0,0
,Gambia,4/18/2020 13:42,9,1,2,316
,Nicaragua,4/18/2020 13:42,9,1,4,0
,Vatican City,4/18/2020 13:42,8,0,2,0
,Mauritania,4/18/2020 13:42,7,1,2,713
,Papua New Guinea,4/18/2020 13:42,7,0,0,167
,St. Barth,4/18/2020 13:42,6,0,4,0
,Western Sahara,4/18/2020 13:42,6,0,0,0
,Burundi,4/18/2020 13:42,5,1,0,80
,Bhutan,4/18/2020 13:42,5,0,2,7913
,British Virgin Islands,4/18/2020 13:42,4,0,2,0
,Sao Tome and Principe,4/18/2020 13:42,4,0,0,19
,South Sudan,4/18/2020 13:42,4,0,0,0
,Anguilla,4/18/2020 13:42,3,0,1,0
,Caribbean Netherlands,4/18/2020 13:42,3,0,0,10
,Saint Pierre Miquelon,4/18/2020 13:42,1,0,0,0
,Yemen,4/18/2020 13:42,1,0,0,0
