Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical
New York,US,4/21/2020 20:30,253311,18822,29593,0,0
New Jersey,US,4/21/2020 20:30,88806,4520,730,0,0
Massachusetts,US,4/21/2020 20:30,39643,1809,1299,0,0
Pennsylvania,US,4/21/2020 20:30,34005,1357,466,0,0
California,US,4/21/2020 20:30,33866,1229,3337,0,0
Michigan,US,4/21/2020 20:30,32000,2468,3237,0,0
Illinois,US,4/21/2020 20:30,31508,1349,645,0,0
Florida,US,4/21/2020 20:30,27058,823,174,0,0
Louisiana,US,4/21/2020 20:30,24523,1328,0,0,0
Texas,US,4/21/2020 20:30,20087,520,5707,0,0
Connecticut,US,4/21/2020 20:30,19815,1331,63,0,0
Georgia,US,4/21/2020 20:30,19398,774,340,0,0
Maryland,US,4/21/2020 20:30,13684,582,917,0,0
Ohio,US,4/21/2020 20:30,12919,509,448,0,0
WA,US,4/21/2020 20:30,12486,658,1782,0,0
Indiana,US,4/21/2020 20:30,11688,577,1559,0,0
Colorado,US,4/21/2020 20:30,10112,449,559,0,0
Virginia,US,4/21/2020 20:30,8990,300,721,0,0
Tennessee,US,4/21/2020 20:30,7238,152,3575,0,0
North Carolina,US,4/21/2020 20:30,6979,220,1247,0,0
Missouri,US,4/21/2020 20:30,5963,215,1217,0,0
Rhode Island,US,4/21/2020 20:30,5090,155,0,0,0
Alabama,US,4/21/2020 20:30,5078,164,0,0,0
Arizona,US,4/21/2020 20:30,5068,191,6,0,0
Wisconsin,US,4/21/2020 20:30,4541,234,196,0,0
Mississippi,US,4/21/2020 20:30,4512,169,0,0,0
South Carolina,US,4/21/2020 20:30,4439,124,0,0,0
Nevada,US,4/21/2020 20:30,3830,163,1958,0,0
Utah,US,4/21/2020 20:30,3213,28,218,0,0
Iowa,US,4/21/2020 20:30,3159,79,1171,0,0
Kentucky,US,4/21/2020 20:30,3050,154,1174,0,0
Washington DC,US,4/21/2020 20:30,2927,105,630,0,0
Delaware,US,4/21/2020 20:30,2745,72,495,0,0
Oklahoma,US,4/21/2020 20:30,2680,143,1614,0,0
Minnesota,US,4/21/2020 20:30,2470,143,1160,0,0
Kansas,US,4/21/2020 20:30,2065,102,444,0,0
Arkansas,US,4/21/2020 20:30,1971,42,726,0,0
New Mexico,US,4/21/2020 20:30,1971,58,465,0,0
Oregon,US,4/21/2020 20:30,1956,75,42,0,0
Idaho,US,4/21/2020 20:30,1736,48,660,0,0
South Dakota,US,4/21/2020 20:30,1685,7,709,0,0
Nebraska,US,4/21/2020 20:30,1648,33,0,0,0
New Hampshire,US,4/21/2020 20:30,1447,42,521,0,0
Navajo Nation,US,4/21/2020 20:30,1321,45,0,0,0
Puerto Rico,US,4/21/2020 20:30,1252,63,0,0,0
West Virginia,US,4/21/2020 20:30,908,26,265,0,0
Maine,US,4/21/2020 20:30,875,35,435,0,0
Vermont,US,4/21/2020 20:30,816,38,0,0,0
North Dakota,US,4/21/2020 20:30,627,13,189,0,0
Hawaii,US,4/21/2020 20:30,584,10,423,0,0
Montana,US,4/21/2020 20:30,433,10,243,0,0
Wyoming,US,4/21/2020 20:30,429,2,290,0,0
Alaska,US,4/21/2020 20:30,321,9,153,0,0
Guam,US,4/21/2020 20:30,136,5,97,0,0
Grand Princess,US,4/21/2020 20:30,103,3,0,0,0
US Virgin Islands,US,4/21/2020 20:30,53,3,46,0,0
Diamond Princess,US,4/21/2020 20:30,49,0,0,0,0
Quebec,Canada,4/21/2020 20:30,19319,939,3847,0,0
Ontario,Canada,4/21/2020 20:30,12286,647,5674,0,0
Alberta,Canada,4/21/2020 20:30,2908,59,1230,0,0
British Columbia,Canada,4/21/2020 20:30,1699,86,1041,0,0
Nova Scotia,Canada,4/21/2020 20:30,721,9,248,0,0
Saskatchewan,Canada,4/21/2020 20:30,316,4,238,0,0
Newfoundland and Labrador,Canada,4/21/2020 20:30,257,3,191,0,0
