Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
New York,US,3/19/2020 19:02,3086,20,0.0
WA,US,3/19/2020 19:02,1187,68,1.0
California,US,3/19/2020 19:02,861,16,6.0
New Jersey,US,3/19/2020 19:02,427,5,1.0
Florida,US,3/19/2020 19:02,328,8,0.0
Illinois,US,3/19/2020 19:02,290,1,2.0
Louisiana,US,3/19/2020 19:02,280,8,0.0
Massachusetts,US,3/19/2020 19:02,256,0,1.0
Texas,US,3/19/2020 19:02,223,3,0.0
Colorado,US,3/19/2020 19:02,221,2,0.0
Georgia,US,3/19/2020 19:02,197,4,0.0
Pennsylvania,US,3/19/2020 19:02,157,1,0.0
Michigan,US,3/19/2020 19:02,119,1,0.0
Wisconsin,US,3/19/2020 19:02,114,0,1.0
Tennessee,US,3/19/2020 19:02,100,0,0.0
Connecticut,US,3/19/2020 19:02,97,1,0.0
North Carolina,US,3/19/2020 19:02,92,0,0.0
Ohio,US,3/19/2020 19:02,89,0,0.0
Maryland,US,3/19/2020 19:02,85,1,3.0
Nevada,US,3/19/2020 19:02,84,1,0.0
Virginia,US,3/19/2020 19:02,79,2,0.0
Minnesota,US,3/19/2020 19:02,76,0,0.0
Oregon,US,3/19/2020 19:02,75,3,0.0
Utah,US,3/19/2020 19:02,66,0,0.0
South Carolina,US,3/19/2020 19:02,60,1,0.0
Alabama,US,3/19/2020 19:02,52,0,0.0
From Diamond Princess cruise,US,3/19/2020 19:02,47,0,0.0
Maine,US,3/19/2020 19:02,42,0,0.0
Washington DC,US,3/19/2020 19:02,40,0,0.0
New Hampshire,US,3/19/2020 19:02,39,0,0.0
Indiana,US,3/19/2020 19:02,39,2,0.0
Iowa,US,3/19/2020 19:02,39,0,0.0
Arkansas,US,3/19/2020 19:02,37,0,0.0
Kentucky,US,3/19/2020 19:02,35,1,1.0
Mississippi,US,3/19/2020 19:02,34,0,0.0
Rhode Island,US,3/19/2020 19:02,33,0,0.0
Oklahoma,US,3/19/2020 19:02,31,0,0.0
Arizona,US,3/19/2020 19:02,29,0,1.0
Nebraska,US,3/19/2020 19:02,29,0,0.0
New Mexico,US,3/19/2020 19:02,28,0,0.0
Delaware,US,3/19/2020 19:02,26,0,0.0
Missouri,US,3/19/2020 19:02,24,1,0.0
From Grand Princess,US,3/19/2020 19:02,22,0,0.0
Kansas,US,3/19/2020 19:02,22,1,0.0
Vermont,US,3/19/2020 19:02,19,0,0.0
Wyoming,US,3/19/2020 19:02,18,0,0.0
Hawaii,US,3/19/2020 19:02,16,0,0.0
South Dakota,US,3/19/2020 19:02,11,1,0.0
Montana,US,3/19/2020 19:02,11,0,0.0
Idaho,US,3/19/2020 19:02,11,0,0.0
Alaska,US,3/19/2020 19:02,9,0,0.0
North Dakota,US,3/19/2020 19:02,7,0,0.0
,,3/19/2020 19:02,5,0,
,,3/19/2020 19:02,5,0,
,,3/19/2020 19:02,2,0,
West Virginia,US,3/19/2020 19:02,2,0,0.0
British Columbia,Canada,3/19/2020 19:02,231,7,4.0
Ontario,Canada,3/19/2020 19:02,214,1,5.0
Alberta,Canada,3/19/2020 19:02,119,0,0.0
Quebec,Canada,3/19/2020 19:02,94,1,0.0
Manitoba,Canada,3/19/2020 19:02,17,0,0.0
Saskatchewan,Canada,3/19/2020 19:02,16,0,0.0
Nova Scotia,Canada,3/19/2020 19:02,12,0,0.0
New Brunswick,Canada,3/19/2020 19:02,11,0,0.0
From Grand Princess,US,3/19/2020 19:02,9,0,0.0
Newfoundland and labrador,Canada,3/19/2020 19:02,3,0,0.0
Prince Edward Island,Canada,3/19/2020 19:02,1,0,0.0
,Italy,3/19/2020 19:02,35713,2978,4025.0
,Iran,3/19/2020 19:02,17361,1135,5710.0
,Spain,3/19/2020 19:02,14769,638,1081.0
,Germany,3/19/2020 19:02,12327,28,105.0
,France,3/19/2020 19:02,9134,264,602.0
,South Korea,3/19/2020 19:02,8565,91,1947.0
,Switzerland,3/19/2020 19:02,3115,33,15.0
,UK,3/19/2020 19:02,2626,104,65.0
,Netherlands,3/19/2020 19:02,2051,58,2.0
,Austria,3/19/2020 19:02,1843,5,9.0
,Norway,3/19/2020 19:02,1591,6,1.0
Brussels,Belgium,3/19/2020 19:02,1486,14,31.0
,Sweden,3/19/2020 19:02,1301,10,15.0
,Denmark,3/19/2020 19:02,1057,4,1.0
,Japan,3/19/2020 19:02,924,33,191.0
,Malaysia,3/19/2020 19:02,790,2,60.0
Yokohama,Japan,3/19/2020 19:02,712,7,527.0
,Portugal,3/19/2020 19:02,642,2,4.0
