Province/States,Baden-Württemberg,Baden-Württemberg,Bavaria,Bavaria,Berlin,Berlin,Brandenburg,Brandenburg,Bremen,Bremen,Hamburg,Hamburg,Hesse,Hesse,Lower Saxony,Lower Saxony,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,North Rhine-Westphalia,North Rhine-Westphalia,Rhineland-Palatinate,Rhineland-Palatinate,Saarland,Saarland,Saxony,Saxony,Saxony-Anhalt,Saxony-Anhalt,Schleswig-Holstein,Schleswig-Holstein,Thuringia,Thuringia,Repatriation,Repatriation
Cases,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths,Confirmed,Deaths
2020-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2020-02-24,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2020-02-25,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2020-02-26,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2020-02-27,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2020-02-28,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0
2020-02-29,14,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0
2020-03-01,15,0,19,0,0,0,0,0,1,0,1,0,8,0,1,0,0,0,66,0,2,0,0,0,0,0,0,0,2,0,0,0,2.0,0
2020-03-02,19,0,25,0,1,0,0,0,1,0,1,0,10,0,1,0,0,0,86,0,2,0,0,0,0,0,0,0,2,0,0,0,2.0,0
2020-03-03,26,0,35,0,3,0,1,0,1,0,2,0,10,0,1,0,0,0,101,0,2,0,0,0,1,0,0,0,2,0,1,0,2.0,0
2020-03-04,44,0,48,0,6,0,1,0,2,0,2,0,12,0,4,0,3,0,111,0,2,0,1,0,1,0,0,0,2,0,1,0,2.0,0
2020-03-05,65,0,52,0,9,0,1,0,3,0,8,0,14,0,10,0,4,0,175,0,7,0,1,0,1,0,0,0,3,0,1,0,,0
2020-03-06,91,0,79,0,15,0,1,0,3,0,8,0,15,0,18,0,5,0,281,0,8,0,1,0,1,0,0,0,7,0,1,0,0.0,0
2020-03-07,116,0,117,0,24,0,2,0,4,0,12,0,16,0,19,0,5,0,346,0,10,0,2,0,2,0,0,0,8,0,1,0,0.0,0
2020-03-08,182,0,148,0,28,0,2,0,4,0,13,0,17,0,21,0,7,0,392,0,15,0,4,0,4,0,0,0,8,0,2,0,0.0,0
2020-03-09,199,0,256,0,40,0,6,0,4,0,17,0,20,0,33,0,8,0,484,2,19,0,5,0,10,0,0,0,9,0,2,0,0.0,0
2020-03-10,237,0,314,0,48,0,9,0,4,0,29,0,35,0,49,0,13,0,648,2,25,0,7,0,22,0,7,0,9,0,4,0,0.0,0
2020-03-11,277,0,366,0,90,0,24,0,21,0,48,0,48,0,75,0,17,0,801,3,25,0,14,0,26,0,15,0,27,0,10,0,0.0,0
2020-03-12,454,1,500,1,137,0,30,0,38,0,88,0,99,0,129,0,23,0,688,3,52,0,14,0,45,0,27,0,31,0,14,0,0.0,0
2020-03-13,454,1,558,1,174,0,44,0,42,0,99,0,148,0,230,0,33,0,936,3,102,0,40,0,83,0,42,0,48,0,29,0,0.0,0
2020-03-14,569,2,681,1,216,0,61,0,50,0,158,0,203,0,253,0,45,0,1154,5,121,0,40,0,93,0,45,0,60,0,46,0,0.0,0
2020-03-15,827,3,886,4,283,0,84,0,53,0,162,0,286,0,287,0,50,0,1407,5,168,0,32,0,130,0,47,0,103,0,51,0,0.0,0
2020-03-16,1105,3,1067,5,300,0,94,0,56,0,260,0,342,0,391,0,51,0,1541,5,325,0,85,0,140,0,77,0,123,0,55,0,0.0,0
2020-03-17,1479,2,1109,4,345,0,73,0,57,0,310,0,373,0,325,0,45,0,2105,6,442,0,75,0,182,0,58,0,127,0,51,0,0.0,0
2020-03-18,1609,2,1243,4,391,0,92,0,69,0,358,0,432,0,478,0,56,0,2372,6,474,0,88,0,198,0,105,0,159,0,74,0,0.0,0
2020-03-19,2155,6,1692,8,573,0,134,0,80,0,432,0,682,0,669,0,98,0,3033,6,637,0,99,0,275,0,140,0,202,0,98,0,0.0,0
2020-03-20,2746,10,2401,12,731,0,192,0,121,0,586,0,813,1,803,0,131,0,3497,6,801,1,146,0,394,0,180,0,266,1,149,0,0.0,0
2020-03-21,3668,16,2960,19,866,1,254,0,142,0,587,0,1080,2,1023,0,165,0,3542,6,938,1,187,0,567,0,188,0,308,1,187,0,0.0,0
2020-03-22,3807,21,3650,21,1024,1,274,0,165,0,872,0,1175,2,1306,1,172,0,3545,6,1053,2,187,0,606,0,211,0,347,1,216,0,0.0,0
2020-03-23,3811,21,4892,26,1077,1,288,0,170,0,943,0,1347,3,1483,4,172,0,5615,28,1177,2,200,0,653,0,212,0,383,1,249,0,0.0,0
2020-03-24,5348,30,5754,30,1220,1,343,0,183,0,1043,0,1620,4,1764,6,199,0,6318,33,1370,5,337,1,811,1,321,0,478,2,327,1,0.0,0
2020-03-25,6069,37,6558,37,1428,2,429,1,200,0,1262,0,1754,4,2140,7,218,0,7197,43,1591,5,403,2,959,6,375,0,577,3,394,1,0.0,0
2020-03-26,7283,56,7993,47,1656,4,477,1,211,1,1265,0,2157,6,2347,8,244,0,7924,53,1816,6,433,2,1141,7,418,1,675,3,468,1,0.0,0
2020-03-27,8161,70,9481,55,1955,8,537,1,241,1,1693,2,2323,7,2810,10,259,0,9235,72,1971,8,505,2,1305,7,458,2,812,4,542,4,0.0,0
2020-03-28,9781,101,11150,77,2161,8,645,1,260,2,1765,2,2604,9,3150,12,308,0,10607,80,2212,11,550,2,1432,9,458,2,915,4,584,5,0.0,0
2020-03-29,9794,101,12881,107,2360,9,721,1,275,2,1846,4,2605,9,3450,21,348,1,11400,98,2396,12,560,2,1617,9,592,2,1005,6,697,5,0.0,0
2020-03-30,10943,119,13989,127,2464,11,761,2,286,2,2053,5,3091,13,3732,26,356,1,12178,101,2584,18,706,7,1795,9,592,2,1049,7,719,5,0.0,0
2020-03-31,12334,165,14810,162,2575,13,798,2,294,4,2191,9,3283,17,4063,34,366,1,13225,117,2726,19,782,7,1882,12,680,6,1120,9,784,6,0.0,0
2020-04-01,13410,197,16497,225,2754,16,881,4,311,5,2311,14,3445,21,4382,42,406,3,14351,134,2899,23,829,8,2034,17,750,7,1246,10,860,6,0.0,0
2020-04-02,14662,241,18496,268,2970,19,995,7,327,6,2406,14,3707,27,4695,45,438,3,15427,161,3132,26,1020,11,2183,18,804,8,1335,11,925,7,0.0,0
2020-04-03,16059,285,20237,307,3202,20,1075,9,341,6,2596,16,3993,33,5081,65,468,4,16606,178,3362,26,1079,12,2336,21,836,11,1443,15,982,9,0.0,0
2020-04-04,17014,316,21908,349,3471,22,1211,12,354,6,2697,16,4279,42,5571,85,501,5,17885,200,3504,29,1265,14,2591,24,896,11,1559,17,1072,10,0.0,0
2020-04-05,18614,367,23846,396,3613,24,1305,17,394,6,2945,19,4575,56,5712,89,523,5,18735,245,3663,32,1358,14,2741,32,919,12,1631,18,1140,10,0.0,0
2020-04-06,19395,387,24974,437,3670,26,1345,19,397,8,2993,19,4674,61,5960,92,528,6,19384,255,3882,32,1483,14,2903,34,956,12,1671,20,1176,12,0.0,0
2020-04-07,20141,433,26163,481,3845,28,1384,20,399,9,3059,20,4837,73,6200,111,531,8,20220,282,3992,34,1532,16,2997,38,987,12,1730,24,1208,18,0.0,0
2020-04-08,20680,464,27564,564,4028,32,1472,22,424,10,3165,23,4965,84,6385,121,555,11,20929,348,4148,45,1637,23,3144,50,1020,16,1827,28,1285,20,0.0,0
2020-04-09,21603,519,28827,635,4202,37,1578,30,445,11,3320,44,5242,100,6804,141,572,11,21961,384,4336,50,1693,23,3261,52,1075,16,1932,34,1351,20,0.0,0
2020-04-10,22433,570,30363,703,4349,42,1691,37,454,13,3551,53,5694,111,7114,161,586,11,23028,446,4440,51,1854,36,3402,59,1121,18,2029,38,1416,24,0.0,0
2020-04-11,23617,622,31453,747,4458,46,1764,37,469,15,3663,56,5808,120,7343,171,601,11,23644,472,4622,59,2016,41,3565,65,1135,18,2065,39,1435,25,0.0,0
2020-04-12,24078,649,32282,786,4567,50,1857,38,480,15,3742,56,5859,123,7602,189,605,11,24267,495,4734,64,2058,43,3600,67,1166,21,2118,41,1464,25,0.0,0
2020-04-13,24570,677,33015,820,4601,51,1880,38,486,17,3770,56,6114,135,7723,201,618,11,24883,518,4810,68,2079,44,3655,68,1193,24,2134,44,1485,27,0.0,0
2020-04-14,25040,711,33569,872,4668,56,1916,40,492,20,3808,59,6183,147,7885,211,619,11,25300,545,4880,70,2112,52,3751,70,1207,25,2164,49,1504,31,0.0,0
2020-04-15,25438,767,34294,954,4722,62,1950,42,500,21,3869,67,6347,173,8019,224,624,11,25835,607,5004,77,2145,58,3819,73,1223,26,2245,54,1550,38,0.0,0
2020-04-16,25881,802,35142,1049,4848,74,2058,54,507,21,3953,80,6470,187,8188,248,634,13,26383,663,5087,87,2201,71,3955,94,1248,26,2294,55,1601,45,0.0,0
2020-04-17,26543,872,36027,1137,4945,84,2120,60,556,22,4005,84,6705,197,8442,274,634,13,27030,726,5211,92,2254,76,4048,95,1279,28,2349,59,1682,49,0.0,0
2020-04-18,27258,919,36881,1198,5066,91,2161,62,567,24,4118,90,6916,212,8649,281,645,14,28006,791,5324,99,2289,86,4140,103,1315,29,2387,61,1717,50,0.0,0
2020-04-19,27883,968,37407,1256,5159,92,2221,66,585,25,4167,91,7108,230,8797,288,651,15,28471,814,5432,106,2303,91,4190,107,1350,30,2417,62,1756,53,0.0,0
2020-04-20,28253,982,37849,1286,5196,94,2238,66,604,25,4185,91,7177,240,8900,291,653,15,28971,857,5523,107,2314,91,4229,109,1369,30,2426,67,1785,53,0.0,0
2020-04-21,28712,1031,38310,1336,5237,97,2275,67,609,25,4204,91,7231,251,9098,306,655,15,29389,896,5561,116,2328,93,4253,117,1383,32,2414,70,1798,55,0.0,0
