Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/17/2020 19:30,59989,1789,7862,
Guangdong,Mainland China,2/17/2020 19:30,1322,4,524,
Henan,Mainland China,2/17/2020 19:30,1246,19,505,
Zhejiang,Mainland China,2/17/2020 19:30,1171,0,507,
Hunan,Mainland China,2/17/2020 19:30,1006,4,498,
Anhui,Mainland China,2/17/2020 19:30,973,6,280,
Jiangxi,Mainland China,2/17/2020 19:30,930,1,275,
Jiangsu,Mainland China,2/17/2020 19:30,626,0,258,
Chongqing,Mainland China,2/17/2020 19:30,553,5,225,
Shandong,Mainland China,2/17/2020 19:30,541,2,191,
Sichuan,Mainland China,2/17/2020 19:30,495,3,156,
Heilongjiang,Mainland China,2/17/2020 19:30,464,11,85,
Beijing,Mainland China,2/17/2020 19:30,381,4,114,
Yokohama,Japan,2/17/2020 19:30,454,0,3,
Shanghai,Mainland China,2/17/2020 19:30,333,1,161,
Hebei,Mainland China,2/17/2020 19:30,302,4,123,
Fujian,Mainland China,2/17/2020 19:30,290,0,90,
Guangxi,Mainland China,2/17/2020 19:30,242,2,58,
Shaanxi,Mainland China,2/17/2020 19:30,240,0,79,
Yunnan,Mainland China,2/17/2020 19:30,171,0,47,
Hainan,Mainland China,2/17/2020 19:30,163,4,59,
Guizhou,Mainland China,2/17/2020 19:30,146,1,57,
Shanxi,Mainland China,2/17/2020 19:30,130,0,53,
Tianjin,Mainland China,2/17/2020 19:30,125,3,46,
Liaoning,Mainland China,2/17/2020 19:30,121,1,43,
Gansu,Mainland China,2/17/2020 19:30,91,2,58,
Jilin,Mainland China,2/17/2020 19:30,89,1,34,
,Singapore,2/17/2020 19:30,77,0,24,
Xinjiang,Mainland China,2/17/2020 19:30,75,1,12,
Ningxia,Mainland China,2/17/2020 19:30,70,0,35,
Inner Mongolia,Mainland China,2/17/2020 19:30,72,0,8,
Hong Kong,Hong Kong,2/17/2020 19:30,60,1,2,
,Japan,2/17/2020 19:30,66,1,18,
,Thailand,2/17/2020 19:30,35,0,15,
,South Korea,2/17/2020 19:30,30,0,10,
,Malaysia,2/17/2020 19:30,22,0,9,
Qinghai,Mainland China,2/17/2020 19:30,18,0,13,
Taiwan,Taiwan,2/17/2020 19:30,22,1,2,
,Germany,2/17/2020 19:30,16,0,7,
,Vietnam,2/17/2020 19:30,16,0,7,
,France,2/17/2020 19:30,12,1,5,
Macau,Macau,2/17/2020 19:30,10,0,5,
,UK,2/17/2020 19:30,9,0,8,
,United Arab Emirates,2/17/2020 19:30,9,0,3,
California,US,2/17/2020 19:30,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/17/2020 19:30,5,0,0,
British Columbia,Canada,2/17/2020 19:30,5,0,0,
New South Wales,Australia,2/17/2020 19:30,4,0,4,
Victoria,Australia,2/17/2020 19:30,4,0,4,
,India,2/17/2020 19:30,3,0,3,
Ontario,Canada,2/17/2020 19:30,3,0,1,
,Philippines,2/17/2020 19:30,3,1,2,
,Italy,2/17/2020 19:30,3,0,0,
,Russia,2/17/2020 19:30,2,0,2,
Illinois,US,2/17/2020 19:30,2,0,2,Chicago
South Australia,Australia,2/17/2020 19:30,2,0,0,
,Spain,2/17/2020 19:30,2,0,2,
,Cambodia,2/17/2020 19:30,1,0,1,
,Finland,2/17/2020 19:30,1,0,1,
,Sri Lanka,2/17/2020 19:30,1,0,1,
Tibet,Mainland China,2/17/2020 19:30,1,0,1,
,Nepal,2/17/2020 19:30,1,0,1,
,Sweden,2/17/2020 19:30,1,0,0,
Massachusetts,US,2/17/2020 19:30,1,0,0,Boston
WA,US,2/17/2020 19:30,1,0,1,Seattle
Arizona,US,2/17/2020 19:30,1,0,0,Tempe
Brussels,Belgium,2/17/2020 19:30,1,0,0,
WI,US,2/17/2020 19:30,1,0,0,Madison
Texas,US,2/17/2020 19:30,1,0,0,
,Egypt,2/17/2020 19:30,1,0,0,
