Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/16/2020 18:30,58182,1696,6639,
Guangdong,Mainland China,2/16/2020 18:30,1316,4,465,
Henan,Mainland China,2/16/2020 18:30,1231,13,440,
Zhejiang,Mainland China,2/16/2020 18:30,1167,0,456,
Hunan,Mainland China,2/16/2020 18:30,1004,3,464,
Anhui,Mainland China,2/16/2020 18:30,962,6,255,
Jiangxi,Mainland China,2/16/2020 18:30,925,1,240,
Jiangsu,Mainland China,2/16/2020 18:30,617,0,218,
Chongqing,Mainland China,2/16/2020 18:30,551,5,207,
Shandong,Mainland China,2/16/2020 18:30,537,2,173,
Sichuan,Mainland China,2/16/2020 18:30,481,3,131,
Heilongjiang,Mainland China,2/16/2020 18:30,445,11,79,
Beijing,Mainland China,2/16/2020 18:30,380,4,108,
Yokohama,Japan,2/16/2020 18:30,355,0,0,
Shanghai,Mainland China,2/16/2020 18:30,328,1,140,
Hebei,Mainland China,2/16/2020 18:30,300,3,105,
Fujian,Mainland China,2/16/2020 18:30,287,0,82,
Guangxi,Mainland China,2/16/2020 18:30,237,2,49,
Shaanxi,Mainland China,2/16/2020 18:30,236,0,71,
Yunnan,Mainland China,2/16/2020 18:30,171,0,42,
Hainan,Mainland China,2/16/2020 18:30,162,4,52,
Guizhou,Mainland China,2/16/2020 18:30,144,1,46,
Shanxi,Mainland China,2/16/2020 18:30,129,0,50,
Tianjin,Mainland China,2/16/2020 18:30,124,3,45,
Liaoning,Mainland China,2/16/2020 18:30,121,1,40,
Gansu,Mainland China,2/16/2020 18:30,90,2,54,
Jilin,Mainland China,2/16/2020 18:30,89,1,30,
,Singapore,2/16/2020 18:30,75,0,19,
Xinjiang,Mainland China,2/16/2020 18:30,71,1,12,
Ningxia,Mainland China,2/16/2020 18:30,70,0,33,
Inner Mongolia,Mainland China,2/16/2020 18:30,70,0,8,
Hong Kong,Hong Kong,2/16/2020 18:30,57,1,2,
,Japan,2/16/2020 18:30,59,1,17,
,Thailand,2/16/2020 18:30,34,0,14,
,South Korea,2/16/2020 18:30,29,0,9,
,Malaysia,2/16/2020 18:30,22,0,8,
Qinghai,Mainland China,2/16/2020 18:30,18,0,13,
Taiwan,Taiwan,2/16/2020 18:30,20,1,2,
,Germany,2/16/2020 18:30,16,0,3,
,Vietnam,2/16/2020 18:30,16,0,7,
,France,2/16/2020 18:30,12,1,4,
Macau,Macau,2/16/2020 18:30,10,0,5,
,UK,2/16/2020 18:30,9,0,8,
,United Arab Emirates,2/16/2020 18:30,9,0,3,
California,US,2/16/2020 18:30,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/16/2020 18:30,5,0,0,
British Columbia,Canada,2/16/2020 18:30,5,0,0,
New South Wales,Australia,2/16/2020 18:30,4,0,4,
Victoria,Australia,2/16/2020 18:30,4,0,4,
,India,2/16/2020 18:30,3,0,3,
Ontario,Canada,2/16/2020 18:30,3,0,1,
,Philippines,2/16/2020 18:30,3,1,2,
,Italy,2/16/2020 18:30,3,0,0,
,Russia,2/16/2020 18:30,2,0,2,
Illinois,US,2/16/2020 18:30,2,0,2,Chicago
South Australia,Australia,2/16/2020 18:30,2,0,0,
,Spain,2/16/2020 18:30,2,0,2,
,Cambodia,2/16/2020 18:30,1,0,1,
,Finland,2/16/2020 18:30,1,0,1,
,Sri Lanka,2/16/2020 18:30,1,0,1,
Tibet,Mainland China,2/16/2020 18:30,1,0,1,
,Nepal,2/16/2020 18:30,1,0,1,
,Sweden,2/16/2020 18:30,1,0,0,
Massachusetts,US,2/16/2020 18:30,1,0,0,Boston
WA,US,2/16/2020 18:30,1,0,1,Seattle
Arizona,US,2/16/2020 18:30,1,0,0,Tempe
Brussels,Belgium,2/16/2020 18:30,1,0,0,
WI,US,2/16/2020 18:30,1,0,0,Madison
Texas,US,2/16/2020 18:30,1,0,0,
,Egypt,2/16/2020 18:30,1,0,0,
