Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hubei,China,02/20/2020 05:00,62031,2029,10504,,2020-02-20 21:00:00,31.1517252,112.8783222
Guangdong,China,02/20/2020 05:00,1332,5,641,,2020-02-20 21:00:00,23.1357694,113.1982688
Henan,China,02/20/2020 05:00,1265,19,630,,2020-02-20 21:00:00,34.0000001,113.9999999
Zhejiang,China,02/20/2020 05:00,1175,0,630,,2020-02-20 21:00:00,29.0000001,119.9999999
Hunan,China,02/20/2020 05:00,1010,4,629,,2020-02-20 21:00:00,27.6662087,111.7487063
Anhui,China,02/20/2020 05:00,987,6,474,,2020-02-20 21:00:00,32.0,117.0
Jiangxi,China,02/20/2020 05:00,934,1,433,,2020-02-20 21:00:00,28.0,116.0
Jiangsu,China,02/20/2020 05:00,631,0,349,,2020-02-20 21:00:00,33.0000001,119.9999999
Chongqing,China,02/20/2020 05:00,560,5,274,,2020-02-20 21:00:00,29.5585712,106.5492822
Shandong,China,02/20/2020 05:00,546,4,251,,2020-02-20 21:00:00,36.0000001,118.9999999
Sichuan,China,02/20/2020 05:00,520,3,217,,2020-02-20 21:00:00,30.5000001,102.4999999
Heilongjiang,China,02/20/2020 05:00,476,12,136,,2020-02-20 21:00:00,48.0000047,127.999992
Beijing,China,02/20/2020 05:00,395,4,153,,2020-02-20 21:00:00,39.906217,116.3912757
Yokohama,Japan,02/20/2020 05:00,621,2,17,,2020-02-20 21:00:00,35.444991,139.636768
Shanghai,China,02/20/2020 05:00,334,2,199,,2020-02-20 21:00:00,31.2252985,121.4890497
Hebei,China,02/20/2020 05:00,307,5,168,,2020-02-20 21:00:00,39.0000001,116.0
Fujian,China,02/20/2020 05:00,293,1,121,,2020-02-20 21:00:00,26.5450001,117.842778
Guangxi,China,02/20/2020 05:00,245,2,90,,2020-02-20 21:00:00,24.0,109.0
Shaanxi,China,02/20/2020 05:00,245,1,118,,2020-02-20 21:00:00,36.0,109.0
Yunnan,China,02/20/2020 05:00,173,1,79,,2020-02-20 21:00:00,25.0,102.0
Hainan,China,02/20/2020 05:00,168,4,86,,2020-02-20 21:00:00,19.2000001,109.5999999
Guizhou,China,02/20/2020 05:00,146,2,72,,2020-02-20 21:00:00,27.0,107.0
Shanxi,China,02/20/2020 05:00,131,0,73,,2020-02-20 21:00:00,37.0,112.0
Tianjin,China,02/20/2020 05:00,130,3,54,,2020-02-20 21:00:00,39.1235635,117.1980785
Liaoning,China,02/20/2020 05:00,121,1,59,,2020-02-20 21:00:00,40.9739116,122.3263915
Gansu,China,02/20/2020 05:00,91,2,65,,2020-02-20 21:00:00,38.0000001,101.9999999
Jilin,China,02/20/2020 05:00,91,1,43,,2020-02-20 21:00:00,42.9995032,125.9816054
,Singapore,02/20/2020 05:00,84,0,34,,2020-02-20 21:00:00,1.340863,103.8303918
Xinjiang,China,02/20/2020 05:00,76,1,20,,2020-02-20 21:00:00,41.7574769,87.1673842
Ningxia,China,02/20/2020 05:00,71,0,44,,2020-02-20 21:00:00,37.3095528,105.9608553
Inner Mongolia,China,02/20/2020 05:00,75,0,14,,2020-02-20 21:00:00,43.2443242,114.3251664
Hong Kong,Hong Kong,02/20/2020 05:00,67,2,6,,2020-02-20 21:00:00,22.2793278,114.1628131
,Japan,02/20/2020 05:00,91,1,20,,2020-02-20 21:00:00,34.9046568,136.6310496
,Thailand,02/20/2020 05:00,35,0,17,,2020-02-20 21:00:00,18.7544594,100.624804
,South Korea,02/20/2020 05:00,104,1,16,,2020-02-20 21:00:00,36.638392,127.6961188
,Malaysia,02/20/2020 05:00,22,0,17,,2020-02-20 21:00:00,4.5693754,102.2656823
Qinghai,China,02/20/2020 05:00,18,0,16,,2020-02-20 21:00:00,35.4070952,95.9521157
Taiwan,Taiwan,02/20/2020 05:00,24,1,2,,2020-02-20 21:00:00,23.9739374,120.9820179
,Germany,02/20/2020 05:00,16,0,9,,2020-02-20 21:00:00,51.0834196,10.4234469
,Vietnam,02/20/2020 05:00,16,0,14,,2020-02-20 21:00:00,13.2904027,108.4265113
,France,02/20/2020 05:00,12,1,7,,2020-02-20 21:00:00,45.1562575,5.4515829
Macau,Macau,02/20/2020 05:00,10,0,6,,2020-02-20 21:00:00,22.1757605,113.5514142
,UK,02/20/2020 05:00,9,0,8,,2020-02-20 21:00:00,54.7023545,-3.2765753
,United Arab Emirates,02/20/2020 05:00,9,0,3,,2020-02-20 21:00:00,24.0002488,53.9994829
Brisbane,Australia,02/20/2020 05:00,5,0,0,,2020-02-20 21:00:00,-27.4689682,153.0234991
British Columbia,Canada,02/20/2020 05:00,5,0,0,,2020-02-20 21:00:00,55.001251,-125.002441
Sydney,Australia,02/20/2020 05:00,4,0,4,,2020-02-20 21:00:00,-33.8548157,151.2164539
Melbourne,Australia,02/20/2020 05:00,4,0,4,,2020-02-20 21:00:00,-37.8142176,144.9631608
,India,02/20/2020 05:00,3,0,3,,2020-02-20 21:00:00,16.3876987,73.7305913
Ontario,Canada,02/20/2020 05:00,3,0,1,,2020-02-20 21:00:00,50.000678,-86.000977
,Philippines,02/20/2020 05:00,3,1,2,,2020-02-20 21:00:00,12.7503486,122.7312101
