Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,12644,,,,,343,2020-06-27,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,27662,,,,,401,2020-06-27,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,68220,,,,,2739,2020-06-27,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,99313,,,,,4834,2020-06-27,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,19271,,,,,476,2020-06-27,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,13078,,,,,281,2020-06-27,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,9681,,,,,186,2020-06-27,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,32864,,,,,975,2020-06-27,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,56422,,,,,1642,2020-06-27,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,105270,,,,,5962,2020-06-27,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,76698,,,,,1906,2020-06-27,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,42832,,,,,864,2020-06-27,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,55804,,,,,4610,2020-06-27,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,18665,,,,,592,2020-06-27,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,23806,,,,,896,2020-06-27,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,21908,,,,,579,2020-06-27,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,41326,,,,,532,2020-06-27,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,21449,,,,,425,2020-06-27,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,13406,,,,,504,2020-06-27,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,6913,,,,,68,2020-06-27,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,41652,,,,,1507,2020-06-27,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,38891,,,,,833,2020-06-27,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,108497,,,,,9587,2020-06-27,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,258508,,,,,13966,2020-06-27,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,18672,,,,,564,2020-06-27,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,24114,,,,,540,2020-06-27,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,22947,,,,,298,2020-06-27,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
