Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Baden-Württemberg,Germany,28898,,,,,1063,2020-04-23,11072030,Europe,Worldwide,48.6296972,9.1949534
Bavaria,Germany,38814,,,,,1424,2020-04-23,13068686,Europe,Worldwide,48.9467562,11.4038717
Berlin,Germany,5312,,,,,105,2020-04-23,3740845,Europe,Worldwide,52.517036499999996,13.388859900000002
Brandenburg,Germany,2389,,,,,74,2020-04-23,2514736,Europe,Worldwide,52.84554920000001,13.2461296
Bremen,Germany,624,,,,,26,2020-04-23,685714,Europe,Worldwide,53.14486899999999,8.6932343
Hamburg,Germany,4204,,,,,91,2020-04-23,1843859,Europe,Worldwide,53.550341,10.000653999999999
Hesse,Germany,7380,,,,,265,2020-04-23,6254237,Europe,Worldwide,50.611853700000005,9.1909725
Lower Saxony,Germany,9236,,,,,328,2020-04-23,7962068,Europe,Worldwide,52.8398531,9.075961999999999
Mecklenburg-Vorpommern,Germany,656,,,,,15,2020-04-23,1635000,Europe,Worldwide,53.773523399999995,12.5755746
North Rhine-Westphalia,Germany,30185,,,,,964,2020-04-23,17967261,Europe,Worldwide,51.478179600000004,7.5542336
Rhineland-Palatinate,Germany,5593,,,,,122,2020-04-23,4082481,Europe,Worldwide,49.953159899999996,7.310646
Saarland,Germany,2367,,,,,97,2020-04-23,990376,Europe,Worldwide,49.417398799999994,6.9805789
Saxony,Germany,4273,,,,,122,2020-04-23,4069523,Europe,Worldwide,50.92957979999999,13.4585052
Saxony-Anhalt,Germany,1395,,,,,33,2020-04-23,2214285,Europe,Worldwide,51.908526,11.4939134
Schleswig-Holstein,Germany,2496,,,,,79,2020-04-23,2902325,Europe,Worldwide,54.1853998,9.8220089
Thuringia,Germany,1872,,,,,71,2020-04-23,2151724,Europe,Worldwide,50.73331629999999,11.0747905
