Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/06/2020 21:30,22112,618,817,
Guangdong,Mainland China,2/06/2020 21:30,1018,1,69,
Zhejiang,Mainland China,2/06/2020 21:30,1006,0,98,
Henan,Mainland China,2/06/2020 21:30,914,3,68,
Hunan,Mainland China,2/06/2020 21:30,772,0,91,
Jiangxi,Mainland China,2/06/2020 21:30,661,0,45,
Anhui,Mainland China,2/06/2020 21:30,665,0,34,
Chongqing,Mainland China,2/06/2020 21:30,411,2,24,
Jiangsu,Mainland China,2/06/2020 21:30,408,0,38,
Shandong,Mainland China,2/06/2020 21:30,379,0,31,
Sichuan,Mainland China,2/06/2020 21:30,344,1,37,
Beijing,Mainland China,2/06/2020 21:30,274,1,33,
Shanghai,Mainland China,2/06/2020 21:30,269,1,25,
Heilongjiang,Mainland China,2/06/2020 21:30,277,3,8,
Fujian,Mainland China,2/06/2020 21:30,215,0,14,
Shaanxi,Mainland China,2/06/2020 21:30,184,0,11,
Guangxi,Mainland China,2/06/2020 21:30,172,0,17,
Hebei,Mainland China,2/06/2020 21:30,171,1,16,
Yunnan,Mainland China,2/06/2020 21:30,135,0,7,
Hainan,Mainland China,2/06/2020 21:30,114,2,8,
Shanxi,Mainland China,2/06/2020 21:30,96,0,12,
Liaoning,Mainland China,2/06/2020 21:30,94,0,5,
Tianjin,Mainland China,2/06/2020 21:30,79,1,2,
Guizhou,Mainland China,2/06/2020 21:30,77,1,6,
Gansu,Mainland China,2/06/2020 21:30,67,0,9,
Jilin,Mainland China,2/06/2020 21:30,65,1,4,
Inner Mongolia,Mainland China,2/06/2020 21:30,50,0,4,
,Japan,2/06/2020 21:30,25,0,1,
Yokohama,Japan,2/06/2020 21:30,61,0,0,
Ningxia,Mainland China,2/06/2020 21:30,43,0,1,
Xinjiang,Mainland China,2/06/2020 21:30,39,0,0,
,Singapore,2/06/2020 21:30,30,0,1,
,Thailand,2/06/2020 21:30,25,0,8,
Hong Kong,Hong Kong,2/06/2020 21:30,24,1,0,
,South Korea,2/06/2020 21:30,24,0,1,
Qinghai,Mainland China,2/06/2020 21:30,18,0,3,
Taiwan,Taiwan,2/06/2020 21:30,16,0,1,
,Malaysia,2/06/2020 21:30,14,0,1,
,Germany,2/06/2020 21:30,13,0,0,
,Vietnam,2/06/2020 21:30,12,0,3,
Macau,Macau,2/06/2020 21:30,10,0,1,
,France,2/06/2020 21:30,6,0,0,
California,US,2/06/2020 21:30,6,0,0,"San Benito, Los Angeles, Orange, Santa Clara"
,United Arab Emirates,2/06/2020 21:30,5,0,0,
Queensland,Australia,2/06/2020 21:30,5,0,0,
New South Wales,Australia,2/06/2020 21:30,4,0,3,
Victoria,Australia,2/06/2020 21:30,4,0,0,
Ontario,Canada,2/06/2020 21:30,3,0,0,
,India,2/06/2020 21:30,3,0,0,
,Philippines,2/06/2020 21:30,3,1,0,
,UK,2/06/2020 21:30,3,0,0,
,Italy,2/06/2020 21:30,3,0,0,
,Russia,2/06/2020 21:30,2,0,0,
Illinois,US,2/06/2020 21:30,2,0,0,Chicago
South Australia,Australia,2/06/2020 21:30,2,0,0,
British Columbia,Canada,2/06/2020 21:30,4,0,0,
,Cambodia,2/06/2020 21:30,1,0,0,
,Finland,2/06/2020 21:30,1,0,1,
Tibet,Mainland China,2/06/2020 21:30,1,0,0,
,Nepal,2/06/2020 21:30,1,0,0,
,Spain,2/06/2020 21:30,1,0,0,
,Sri Lanka,2/06/2020 21:30,1,0,1,
,Sweden,2/06/2020 21:30,1,0,0,
Massachusetts,US,2/06/2020 21:30,1,0,0,Boston
WA,US,2/06/2020 21:30,1,0,0,Seattle
Arizona,US,2/06/2020 21:30,1,0,0,Tempe
,Belgium,2/06/2020 21:30,1,0,0,
WI,US,2/06/2020 21:30,1,0,0,Madison
