Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Heilongjiang,China,05/08/2020 07:00,944,13,815,0,0,2020-05-08 22:00:00,116,38310000.0,Asia,Worldwide,48.000004700000005,127.99999199999999
Shanghai,China,05/08/2020 07:00,657,7,623,0,0,2020-05-08 22:00:00,27,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Inner Mongolia,China,05/08/2020 07:00,201,1,172,0,0,2020-05-08 22:00:00,28,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Shaanxi,China,05/08/2020 07:00,308,3,268,0,0,2020-05-08 22:00:00,37,37330000.0,Asia,Worldwide,36.0,109.0
Beijing,China,05/08/2020 07:00,593,9,560,0,0,2020-05-08 22:00:00,24,21540000.0,Asia,Worldwide,39.906217,116.3912757
Shanxi,China,05/08/2020 07:00,198,0,195,0,0,2020-05-08 22:00:00,3,36500000.0,Asia,Worldwide,37.0,112.0
Guangdong,China,05/08/2020 07:00,1589,8,1575,0,0,2020-05-08 22:00:00,6,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Shandong,China,05/08/2020 07:00,788,7,776,0,0,2020-05-08 22:00:00,5,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Jilin,China,05/08/2020 07:00,113,1,104,0,0,2020-05-08 22:00:00,8,27460000.0,Asia,Worldwide,42.9995032,125.9816054
Jiangsu,China,05/08/2020 07:00,653,0,652,0,0,2020-05-08 22:00:00,1,80400000.0,Asia,Worldwide,33.0000001,119.9999999
Fujian,China,05/08/2020 07:00,356,1,354,0,0,2020-05-08 22:00:00,1,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
Tianjin,China,05/08/2020 07:00,191,3,186,0,0,2020-05-08 22:00:00,2,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Hebei,China,05/08/2020 07:00,328,6,320,0,0,2020-05-08 22:00:00,2,74700000.0,Asia,Worldwide,39.0000001,116.0
Yunnan,China,05/08/2020 07:00,185,2,182,0,0,2020-05-08 22:00:00,1,45970000.0,Asia,Worldwide,25.0,102.0
Hubei,China,05/08/2020 07:00,68128,4512,63616,0,0,2020-05-08 22:00:00,0,58500000.0,Asia,Worldwide,31.151725199999998,112.87832220000001
Henan,China,05/08/2020 07:00,1276,22,1254,0,0,2020-05-08 22:00:00,0,95590000.0,Asia,Worldwide,34.0000001,113.9999999
Zhejiang,China,05/08/2020 07:00,1268,1,1267,0,0,2020-05-08 22:00:00,0,57370000.0,Asia,Worldwide,29.000000099999998,119.9999999
Hunan,China,05/08/2020 07:00,1019,4,1015,0,0,2020-05-08 22:00:00,0,67370000.0,Asia,Worldwide,27.6662087,111.74870630000001
Anhui,China,05/08/2020 07:00,991,6,985,0,0,2020-05-08 22:00:00,0,62000000.0,Asia,Worldwide,32.0,117.0
Jiangxi,China,05/08/2020 07:00,937,1,936,0,0,2020-05-08 22:00:00,0,45200000.0,Asia,Worldwide,28.0,116.0
Chongqing,China,05/08/2020 07:00,579,6,573,0,0,2020-05-08 22:00:00,0,30480000.0,Asia,Worldwide,29.5585712,106.5492822
Sichuan,China,05/08/2020 07:00,561,3,558,0,0,2020-05-08 22:00:00,0,81100000.0,Asia,Worldwide,30.500000099999998,102.4999999
Guangxi,China,05/08/2020 07:00,254,2,252,0,0,2020-05-08 22:00:00,0,48380000.0,Asia,Worldwide,24.0,109.0
Hainan,China,05/08/2020 07:00,168,6,162,0,0,2020-05-08 22:00:00,0,9258000.0,Asia,Worldwide,19.2000001,109.5999999
