Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,3867,,,,,87,2020-05-24,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,6091,,,,,162,2020-05-24,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,28802,,,,,1744,2020-05-24,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,24125,,,,,2150,2020-05-24,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,3109,,,,,115,2020-05-24,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,2374,,,,,83,2020-05-24,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,2430,,,,,51,2020-05-24,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,5630,,,,,301,2020-05-24,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,13000,,,,,413,2020-05-24,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,35122,,,,,2308,2020-05-24,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,21191,,,,,754,2020-05-24,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,7508,,,,,258,2020-05-24,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,26786,,,,,2144,2020-05-24,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,3390,,,,,107,2020-05-24,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,4599,,,,,184,2020-05-24,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,5131,,,,,86,2020-05-24,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,6251,,,,,95,2020-05-24,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,2435,,,,,95,2020-05-24,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,1363,,,,,37,2020-05-24,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,858,,,,,17,2020-05-24,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,9959,,,,,418,2020-05-24,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,6338,,,,,217,2020-05-24,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,34533,,,,,3905,2020-05-24,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,80558,,,,,6045,2020-05-24,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,3099,,,,,150,2020-05-24,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,6336,,,,,176,2020-05-24,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,6607,,,,,103,2020-05-24,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
