Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,3103,,,,,78,2020-05-22,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,5188,,,,,151,2020-05-22,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,25367,,,,,1620,2020-05-22,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,20532,,,,,1893,2020-05-22,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,2659,,,,,101,2020-05-22,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,2306,,,,,83,2020-05-22,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,1976,,,,,47,2020-05-22,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,4916,,,,,262,2020-05-22,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,11941,,,,,376,2020-05-22,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,31413,,,,,2161,2020-05-22,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,17212,,,,,693,2020-05-22,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,6238,,,,,245,2020-05-22,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,23911,,,,,1925,2020-05-22,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,3074,,,,,93,2020-05-22,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,4060,,,,,178,2020-05-22,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,4734,,,,,76,2020-05-22,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,5542,,,,,84,2020-05-22,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,2155,,,,,85,2020-05-22,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,1187,,,,,34,2020-05-22,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,746,,,,,17,2020-05-22,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,8878,,,,,363,2020-05-22,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,5596,,,,,191,2020-05-22,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,32089,,,,,3412,2020-05-22,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,73739,,,,,5558,2020-05-22,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,2810,,,,,141,2020-05-22,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,5473,,,,,166,2020-05-22,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,5610,,,,,98,2020-05-22,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
