Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/04/2020 01:00,13522,414,397,
Guangdong,Mainland China,2/04/2020 01:00,797,0,24,
Zhejiang,Mainland China,2/04/2020 01:00,829,0,48,
Henan,Mainland China,2/04/2020 01:00,675,2,20,
Hunan,Mainland China,2/04/2020 01:00,593,0,26,
Anhui,Mainland China,2/04/2020 01:00,480,0,20,
Jiangxi,Mainland China,2/04/2020 01:00,476,0,19,
Chongqing,Mainland China,2/04/2020 01:00,337,2,9,
Jiangsu,Mainland China,2/04/2020 01:00,308,0,10,
Shandong,Mainland China,2/04/2020 01:00,270,0,7,
Sichuan,Mainland China,2/04/2020 01:00,282,1,14,
Beijing,Mainland China,2/04/2020 01:00,212,1,12,
Shanghai,Mainland China,2/04/2020 01:00,208,1,12,
Fujian,Mainland China,2/04/2020 01:00,194,0,1,
Shaanxi,Mainland China,2/04/2020 01:00,142,0,1,
Guangxi,Mainland China,2/04/2020 01:00,139,0,10,
Heilongjiang,Mainland China,2/04/2020 01:00,155,2,2,
Yunnan,Mainland China,2/04/2020 01:00,117,0,5,
Hebei,Mainland China,2/04/2020 01:00,126,1,3,
Liaoning,Mainland China,2/04/2020 01:00,74,0,1,
Shanxi,Mainland China,2/04/2020 01:00,74,0,2,
Hainan,Mainland China,2/04/2020 01:00,80,1,4,
Tianjin,Mainland China,2/04/2020 01:00,66,0,1,
Gansu,Mainland China,2/04/2020 01:00,55,0,3,
Guizhou,Mainland China,2/04/2020 01:00,56,0,2,
Inner Mongolia,Mainland China,2/04/2020 01:00,35,0,1,
Ningxia,Mainland China,2/04/2020 01:00,34,0,1,
Jilin,Mainland China,2/04/2020 01:00,42,0,1,
Xinjiang,Mainland China,2/04/2020 01:00,29,0,0,
,Japan,2/04/2020 01:00,20,0,1,
,Thailand,2/04/2020 01:00,19,0,7,
,Singapore,2/04/2020 01:00,18,0,0,
,South Korea,2/04/2020 01:00,15,0,0,
Hong Kong,Hong Kong,2/04/2020 01:00,15,1,0,
Qinghai,Mainland China,2/04/2020 01:00,15,0,0,
,Germany,2/04/2020 01:00,12,0,0,
Taiwan,Taiwan,2/04/2020 01:00,10,0,0,
,Malaysia,2/04/2020 01:00,8,0,0,
Macau,Macau,2/04/2020 01:00,10,0,0,
,Vietnam,2/04/2020 01:00,8,0,1,
,France,2/04/2020 01:00,6,0,0,
,United Arab Emirates,2/04/2020 01:00,5,0,0,
New South Wales,Australia,2/04/2020 01:00,4,0,3,
Victoria,Australia,2/04/2020 01:00,4,0,0,
California,US,2/04/2020 01:00,4,0,0,"Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/04/2020 01:00,2,0,0,
Ontario,Canada,2/04/2020 01:00,3,0,0,
,India,2/04/2020 01:00,3,0,0,
,Italy,2/04/2020 01:00,2,0,0,
,Philippines,2/04/2020 01:00,2,1,0,
,Russia,2/04/2020 01:00,2,0,0,
,UK,2/04/2020 01:00,2,0,0,
Illinois,US,2/04/2020 01:00,2,0,0,Chicago
South Australia,Australia,2/04/2020 01:00,2,0,0,
,Cambodia,2/04/2020 01:00,1,0,0,
British Columbia,Canada,2/04/2020 01:00,1,0,0,
,Finland,2/04/2020 01:00,1,0,0,
Tibet,Mainland China,2/04/2020 01:00,1,0,0,
,Nepal,2/04/2020 01:00,1,0,0,
,Spain,2/04/2020 01:00,1,0,0,
,Sri Lanka,2/04/2020 01:00,1,0,1,
,Sweden,2/04/2020 01:00,1,0,0,
Massachusetts,US,2/04/2020 01:00,1,0,0,Boston
WA,US,2/04/2020 01:00,1,0,0,Seattle
Arizona,US,2/04/2020 01:00,1,0,0,Tempe
