Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Xinjiang,China,08/06/2020 07:00,773,3,133,0,0,2020-08-06 22:00:00,637,21810000.0,Asia,Worldwide,41.7574769,87.1673842
Liaoning,China,08/06/2020 07:00,258,2,161,0,0,2020-08-06 22:00:00,95,43900000.0,Asia,Worldwide,40.9739116,122.3263915
Guangdong,China,08/06/2020 07:00,1687,8,1661,0,0,2020-08-06 22:00:00,18,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Shanghai,China,08/06/2020 07:00,757,7,728,0,0,2020-08-06 22:00:00,22,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Inner Mongolia,China,08/06/2020 07:00,258,1,247,0,0,2020-08-06 22:00:00,10,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Beijing,China,08/06/2020 07:00,934,9,919,0,0,2020-08-06 22:00:00,6,21540000.0,Asia,Worldwide,39.906217,116.3912757
Shandong,China,08/06/2020 07:00,805,7,786,0,0,2020-08-06 22:00:00,12,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Tianjin,China,08/06/2020 07:00,205,3,197,0,0,2020-08-06 22:00:00,5,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Sichuan,China,08/06/2020 07:00,610,3,598,0,0,2020-08-06 22:00:00,9,81100000.0,Asia,Worldwide,30.500000099999998,102.4999999
Shaanxi,China,08/06/2020 07:00,328,3,318,0,0,2020-08-06 22:00:00,7,37330000.0,Asia,Worldwide,36.0,109.0
Hubei,China,08/06/2020 07:00,68138,4512,63623,0,0,2020-08-06 22:00:00,3,58500000.0,Asia,Worldwide,31.151725199999998,112.87832220000001
Fujian,China,08/06/2020 07:00,367,1,363,0,0,2020-08-06 22:00:00,3,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
Yunnan,China,08/06/2020 07:00,191,2,187,0,0,2020-08-06 22:00:00,2,45970000.0,Asia,Worldwide,25.0,102.0
Jilin,China,08/06/2020 07:00,157,2,154,0,0,2020-08-06 22:00:00,1,27460000.0,Asia,Worldwide,42.9995032,125.9816054
Zhejiang,China,08/06/2020 07:00,1270,1,1268,0,0,2020-08-06 22:00:00,1,57370000.0,Asia,Worldwide,29.000000099999998,119.9999999
Jiangsu,China,08/06/2020 07:00,658,0,654,0,0,2020-08-06 22:00:00,4,80400000.0,Asia,Worldwide,33.0000001,119.9999999
Henan,China,08/06/2020 07:00,1276,22,1254,0,0,2020-08-06 22:00:00,0,95590000.0,Asia,Worldwide,34.0000001,113.9999999
