Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/03/2020 03:00,11177,350,295,
Zhejiang,Mainland China,2/03/2020 03:00,724,0,36,
Guangdong,Mainland China,2/03/2020 03:00,683,0,15,
Henan,Mainland China,2/03/2020 03:00,566,2,14,
Hunan,Mainland China,2/03/2020 03:00,521,0,16,
Anhui,Mainland China,2/03/2020 03:00,408,0,8,
Jiangxi,Mainland China,2/03/2020 03:00,391,0,18,
Chongqing,Mainland China,2/03/2020 03:00,300,2,7,
Jiangsu,Mainland China,2/03/2020 03:00,271,0,7,
Shandong,Mainland China,2/03/2020 03:00,259,0,6,
Sichuan,Mainland China,2/03/2020 03:00,254,1,12,
Shanghai,Mainland China,2/03/2020 03:00,203,1,10,
Beijing,Mainland China,2/03/2020 03:00,191,1,9,
Fujian,Mainland China,2/03/2020 03:00,179,0,0,
Shaanxi,Mainland China,2/03/2020 03:00,128,0,0,
Guangxi,Mainland China,2/03/2020 03:00,127,0,2,
Heilongjiang,Mainland China,2/03/2020 03:00,121,2,2,
Hebei,Mainland China,2/03/2020 03:00,113,1,3,
Yunnan,Mainland China,2/03/2020 03:00,109,0,3,
Liaoning,Mainland China,2/03/2020 03:00,73,0,1,
Hainan,Mainland China,2/03/2020 03:00,71,1,4,
Shanxi,Mainland China,2/03/2020 03:00,66,0,2,
Tianjin,Mainland China,2/03/2020 03:00,56,0,1,
Gansu,Mainland China,2/03/2020 03:00,51,0,3,
Guizhou,Mainland China,2/03/2020 03:00,46,0,2,
Inner Mongolia,Mainland China,2/03/2020 03:00,34,0,1,
Ningxia,Mainland China,2/03/2020 03:00,31,0,0,
Jilin,Mainland China,2/03/2020 03:00,31,0,1,
Xinjiang,Mainland China,2/03/2020 03:00,24,0,0,
,Japan,2/03/2020 03:00,20,0,1,
,Thailand,2/03/2020 03:00,19,0,7,
,Singapore,2/03/2020 03:00,18,0,0,
,South Korea,2/03/2020 03:00,15,0,0,
Hong Kong,Hong Kong,2/03/2020 03:00,15,0,0,
Qinghai,Mainland China,2/03/2020 03:00,13,0,0,
Taiwan,Taiwan,2/03/2020 03:00,10,0,0,
,Germany,2/03/2020 03:00,10,0,0,
,Malaysia,2/03/2020 03:00,8,0,0,
Macau,Macau,2/03/2020 03:00,8,0,0,
,France,2/03/2020 03:00,6,0,0,
,Vietnam,2/03/2020 03:00,6,0,1,
,United Arab Emirates,2/03/2020 03:00,5,0,0,
New South Wales,Australia,2/03/2020 03:00,4,0,3,
Victoria,Australia,2/03/2020 03:00,4,0,0,
California,US,2/03/2020 03:00,4,0,0,"Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/03/2020 03:00,2,0,0,
Ontario,Canada,2/03/2020 03:00,3,0,0,
,Italy,2/03/2020 03:00,2,0,0,
,Philippines,2/03/2020 03:00,2,1,0,
,Russia,2/03/2020 03:00,2,0,0,
,UK,2/03/2020 03:00,2,0,0,
Illinois,US,2/03/2020 03:00,2,0,0,Chicago
,India,2/03/2020 03:00,2,0,0,
South Australia,Australia,2/03/2020 03:00,2,0,0,
,Cambodia,2/03/2020 03:00,1,0,0,
British Columbia,Canada,2/03/2020 03:00,1,0,0,
,Finland,2/03/2020 03:00,1,0,0,
Tibet,Mainland China,2/03/2020 03:00,1,0,0,
,Nepal,2/03/2020 03:00,1,0,0,
,Spain,2/03/2020 03:00,1,0,0,
,Sri Lanka,2/03/2020 03:00,1,0,0,
,Sweden,2/03/2020 03:00,1,0,0,
Massachusetts,US,2/03/2020 03:00,1,0,0,Boston
WA,US,2/03/2020 03:00,1,0,0,Seattle
Arizona,US,2/03/2020 03:00,1,0,0,Tempe
