Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/15/2020 16:00,54406,1457,4821,
Guangdong,Mainland China,2/15/2020 16:00,1294,2,410,
Henan,Mainland China,2/15/2020 16:00,1212,13,391,
Zhejiang,Mainland China,2/15/2020 16:00,1162,0,428,
Hunan,Mainland China,2/15/2020 16:00,1001,2,425,
Anhui,Mainland China,2/15/2020 16:00,950,6,221,
Jiangxi,Mainland China,2/15/2020 16:00,913,1,210,
Jiangsu,Mainland China,2/15/2020 16:00,604,0,186,
Chongqing,Mainland China,2/15/2020 16:00,538,5,184,
Shandong,Mainland China,2/15/2020 16:00,532,2,156,
Sichuan,Mainland China,2/15/2020 16:00,470,1,119,
Heilongjiang,Mainland China,2/15/2020 16:00,425,11,68,
Beijing,Mainland China,2/15/2020 16:00,375,4,98,
Shanghai,Mainland China,2/15/2020 16:00,326,1,124,
Hebei,Mainland China,2/15/2020 16:00,291,3,100,
Fujian,Mainland China,2/15/2020 16:00,285,0,71,
Shaanxi,Mainland China,2/15/2020 16:00,232,0,60,
Guangxi,Mainland China,2/15/2020 16:00,235,2,44,
Yokohama,Japan,2/15/2020 16:00,285,0,0,
Hainan,Mainland China,2/15/2020 16:00,162,4,39,
Yunnan,Mainland China,2/15/2020 16:00,168,0,42,
Guizhou,Mainland China,2/15/2020 16:00,143,1,37,
Shanxi,Mainland China,2/15/2020 16:00,127,0,42,
Tianjin,Mainland China,2/15/2020 16:00,122,3,37,
Liaoning,Mainland China,2/15/2020 16:00,119,1,31,
Gansu,Mainland China,2/15/2020 16:00,90,2,49,
Jilin,Mainland China,2/15/2020 16:00,88,1,26,
Ningxia,Mainland China,2/15/2020 16:00,70,0,33,
Xinjiang,Mainland China,2/15/2020 16:00,70,1,10,
Inner Mongolia,Mainland China,2/15/2020 16:00,68,0,7,
,Singapore,2/15/2020 16:00,72,0,18,
Hong Kong,Hong Kong,2/15/2020 16:00,56,1,1,
,Thailand,2/15/2020 16:00,34,0,14,
,Japan,2/15/2020 16:00,53,1,12,
,South Korea,2/15/2020 16:00,28,0,9,
,Malaysia,2/15/2020 16:00,22,0,7,
Qinghai,Mainland China,2/15/2020 16:00,18,0,13,
Taiwan,Taiwan,2/15/2020 16:00,18,0,2,
,Germany,2/15/2020 16:00,16,0,3,
,Vietnam,2/15/2020 16:00,16,0,7,
,France,2/15/2020 16:00,12,1,4,
Macau,Macau,2/15/2020 16:00,10,0,3,
,UK,2/15/2020 16:00,9,0,8,
,United Arab Emirates,2/15/2020 16:00,8,0,3,
California,US,2/15/2020 16:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/15/2020 16:00,5,0,0,
,India,2/15/2020 16:00,3,0,3,
New South Wales,Australia,2/15/2020 16:00,4,0,4,
Victoria,Australia,2/15/2020 16:00,4,0,4,
British Columbia,Canada,2/15/2020 16:00,5,0,0,
Ontario,Canada,2/15/2020 16:00,3,0,1,
,Philippines,2/15/2020 16:00,3,1,2,
,Italy,2/15/2020 16:00,3,0,0,
,Russia,2/15/2020 16:00,2,0,2,
Illinois,US,2/15/2020 16:00,2,0,2,Chicago
South Australia,Australia,2/15/2020 16:00,2,0,0,
,Spain,2/15/2020 16:00,2,0,2,
,Cambodia,2/15/2020 16:00,1,0,1,
,Finland,2/15/2020 16:00,1,0,1,
,Sri Lanka,2/15/2020 16:00,1,0,1,
Tibet,Mainland China,2/15/2020 16:00,1,0,1,
,Nepal,2/15/2020 16:00,1,0,1,
,Sweden,2/15/2020 16:00,1,0,0,
Massachusetts,US,2/15/2020 16:00,1,0,0,Boston
WA,US,2/15/2020 16:00,1,0,1,Seattle
Arizona,US,2/15/2020 16:00,1,0,0,Tempe
Brussels,Belgium,2/15/2020 16:00,1,0,0,
WI,US,2/15/2020 16:00,1,0,0,Madison
Texas,US,2/15/2020 16:00,1,0,0,
,Egypt,2/15/2020 16:00,1,0,0,
