Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Heilongjiang,China,04/30/2020 07:00,939,13,587,0,0,2020-04-30 22:00:00,339,38310000.0,Asia,Worldwide,48.000004700000005,127.99999199999999
Shanghai,China,04/30/2020 07:00,645,7,597,0,0,2020-04-30 22:00:00,41,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Inner Mongolia,China,04/30/2020 07:00,200,1,150,0,0,2020-04-30 22:00:00,49,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Shaanxi,China,04/30/2020 07:00,306,3,253,0,0,2020-04-30 22:00:00,50,37330000.0,Asia,Worldwide,36.0,109.0
Beijing,China,04/30/2020 07:00,593,9,542,0,0,2020-04-30 22:00:00,42,21540000.0,Asia,Worldwide,39.906217,116.3912757
Shanxi,China,04/30/2020 07:00,197,0,164,0,0,2020-04-30 22:00:00,33,36500000.0,Asia,Worldwide,37.0,112.0
Guangdong,China,04/30/2020 07:00,1588,8,1557,0,0,2020-04-30 22:00:00,23,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Shandong,China,04/30/2020 07:00,787,7,772,0,0,2020-04-30 22:00:00,8,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Jilin,China,04/30/2020 07:00,110,1,99,0,0,2020-04-30 22:00:00,10,27460000.0,Asia,Worldwide,42.9995032,125.9816054
Jiangsu,China,04/30/2020 07:00,653,0,648,0,0,2020-04-30 22:00:00,5,80400000.0,Asia,Worldwide,33.0000001,119.9999999
Zhejiang,China,04/30/2020 07:00,1268,1,1263,0,0,2020-04-30 22:00:00,4,57370000.0,Asia,Worldwide,29.000000099999998,119.9999999
Fujian,China,04/30/2020 07:00,355,1,353,0,0,2020-04-30 22:00:00,1,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
Tianjin,China,04/30/2020 07:00,190,3,183,0,0,2020-04-30 22:00:00,4,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Hebei,China,04/30/2020 07:00,328,6,318,0,0,2020-04-30 22:00:00,4,74700000.0,Asia,Worldwide,39.0000001,116.0
Yunnan,China,04/30/2020 07:00,185,2,181,0,0,2020-04-30 22:00:00,2,45970000.0,Asia,Worldwide,25.0,102.0
Liaoning,China,04/30/2020 07:00,146,2,143,0,0,2020-04-30 22:00:00,1,43900000.0,Asia,Worldwide,40.9739116,122.3263915
Hubei,China,04/30/2020 07:00,68128,4512,63616,0,0,2020-04-30 22:00:00,0,58500000.0,Asia,Worldwide,31.151725199999998,112.87832220000001
Henan,China,04/30/2020 07:00,1276,22,1254,0,0,2020-04-30 22:00:00,0,95590000.0,Asia,Worldwide,34.0000001,113.9999999
Hunan,China,04/30/2020 07:00,1019,4,1015,0,0,2020-04-30 22:00:00,0,67370000.0,Asia,Worldwide,27.6662087,111.74870630000001
Anhui,China,04/30/2020 07:00,991,6,985,0,0,2020-04-30 22:00:00,0,62000000.0,Asia,Worldwide,32.0,117.0
Jiangxi,China,04/30/2020 07:00,937,1,936,0,0,2020-04-30 22:00:00,0,45200000.0,Asia,Worldwide,28.0,116.0
Chongqing,China,04/30/2020 07:00,579,6,573,0,0,2020-04-30 22:00:00,0,30480000.0,Asia,Worldwide,29.5585712,106.5492822
Sichuan,China,04/30/2020 07:00,561,3,558,0,0,2020-04-30 22:00:00,0,81100000.0,Asia,Worldwide,30.500000099999998,102.4999999
Guangxi,China,04/30/2020 07:00,254,2,252,0,0,2020-04-30 22:00:00,0,48380000.0,Asia,Worldwide,24.0,109.0
Hainan,China,04/30/2020 07:00,168,6,162,0,0,2020-04-30 22:00:00,0,9258000.0,Asia,Worldwide,19.2000001,109.5999999
Guizhou,China,04/30/2020 07:00,147,2,145,0,0,2020-04-30 22:00:00,0,34750000.0,Asia,Worldwide,27.0,107.0
Gansu,China,04/30/2020 07:00,139,2,137,0,0,2020-04-30 22:00:00,0,25580000.0,Asia,Worldwide,38.0000001,101.9999999
Xinjiang,China,04/30/2020 07:00,76,3,73,0,0,2020-04-30 22:00:00,0,21810000.0,Asia,Worldwide,41.7574769,87.1673842
Ningxia,China,04/30/2020 07:00,75,0,75,0,0,2020-04-30 22:00:00,0,6301000.0,Asia,Worldwide,37.3095528,105.9608553
Qinghai,China,04/30/2020 07:00,18,0,18,0,0,2020-04-30 22:00:00,0,5627000.0,Asia,Worldwide,35.40709520000001,95.95211570000001
Tibet,China,04/30/2020 07:00,1,0,1,0,0,2020-04-30 22:00:00,0,3180000.0,Asia,Worldwide,31.894343199999998,87.07813709999999
New South Wales,Australia,04/30/2020 07:00,3016,40,2284,220046,0,2020-04-30 22:00:00,692,7544000.0,Oceania,Worldwide,-33.8548157,151.2164539
Queensland,Australia,04/30/2020 07:00,1033,6,943,108137,0,2020-04-30 22:00:00,84,5071000.0,Oceania,Worldwide,-27.468968199999996,153.02349909999998
Victoria,Australia,04/30/2020 07:00,1361,18,1291,115100,0,2020-04-30 22:00:00,52,6359000.0,Oceania,Worldwide,-37.814217600000006,144.9631608
South Australia,Australia,04/30/2020 07:00,438,4,420,57423,0,2020-04-30 22:00:00,14,1677000.0,Oceania,Worldwide,-34.928180499999996,138.5999312
Western Australia,Australia,04/30/2020 07:00,551,8,523,37802,0,2020-04-30 22:00:00,20,2589000.0,Oceania,Worldwide,-31.952712100000003,115.86047959999999
Tasmania,Australia,04/30/2020 07:00,219,12,144,11471,0,2020-04-30 22:00:00,63,515000.0,Oceania,Worldwide,-42.8825088,147.3281233
Australian Capital Territory,Australia,04/30/2020 07:00,106,3,103,8674,0,2020-04-30 22:00:00,0,412576.0,Oceania,Worldwide,-35.488350200000006,149.00269419999998
Northern Territory,Australia,04/30/2020 07:00,27,0,25,4421,0,2020-04-30 22:00:00,2,211945.0,Oceania,Worldwide,-12.46044,130.8410469
New York,US,04/30/2020 07:00,306478,23477,33332,0,0,2020-04-30 22:00:00,249669,19542200.0,North America,Worldwide,40.7127281,-74.0060152
New Jersey,US,04/30/2020 07:00,116365,6771,730,0,0,2020-04-30 22:00:00,108864,8909000.0,North America,Worldwide,40.0757384,-74.4041622
Massachusetts,US,04/30/2020 07:00,60265,3405,1299,0,0,2020-04-30 22:00:00,55561,6902000.0,North America,Worldwide,42.3788774,-72.03236600000001
