Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2/29/2020 04:00,66337,2727,28930
Guangdong,Mainland China,2/29/2020 04:00,1349,7,973
Zhejiang,Mainland China,2/29/2020 04:00,1205,1,1016
Shandong,Mainland China,2/29/2020 04:00,756,6,417
Henan,Mainland China,2/29/2020 04:00,1272,21,1162
Anhui,Mainland China,2/29/2020 04:00,990,6,868
Jiangxi,Mainland China,2/29/2020 04:00,935,1,811
Hunan,Mainland China,2/29/2020 04:00,1018,4,843
Heilongjiang,Mainland China,2/29/2020 04:00,480,13,300
Sichuan,Mainland China,2/29/2020 04:00,538,3,350
Chongqing,Mainland China,2/29/2020 04:00,576,6,422
Jiangsu,Mainland China,2/29/2020 04:00,631,0,523
Beijing,Mainland China,2/29/2020 04:00,411,8,271
Guangxi,Mainland China,2/29/2020 04:00,252,2,172
Fujian,Mainland China,2/29/2020 04:00,296,1,241
Shanghai,Mainland China,2/29/2020 04:00,337,3,287
Hebei,Mainland China,2/29/2020 04:00,318,6,281
Shaanxi,Mainland China,2/29/2020 04:00,245,1,207
Yunnan,Mainland China,2/29/2020 04:00,174,2,157
Tianjin,Mainland China,2/29/2020 04:00,136,3,105
Hainan,Mainland China,2/29/2020 04:00,168,5,143
Guizhou,Mainland China,2/29/2020 04:00,146,2,112
Liaoning,Mainland China,2/29/2020 04:00,121,1,95
Shanxi,Mainland China,2/29/2020 04:00,133,0,113
Inner Mongolia,Mainland China,2/29/2020 04:00,75,0,49
Xinjiang,Mainland China,2/29/2020 04:00,76,3,52
Jilin,Mainland China,2/29/2020 04:00,93,1,75
Ningxia,Mainland China,2/29/2020 04:00,73,0,69
Gansu,Mainland China,2/29/2020 04:00,91,2,82
Qinghai,Mainland China,2/29/2020 04:00,18,0,18
Tibet,Mainland China,2/29/2020 04:00,1,0,1
,South Korea,2/29/2020 04:00,2931,17,24
,Italy,2/29/2020 04:00,889,21,46
Yokohama,Japan,2/29/2020 04:00,705,6,10
,Iran,2/29/2020 04:00,388,34,73
,Japan,2/29/2020 04:00,236,5,32
,Singapore,2/29/2020 04:00,98,0,69
Hong Kong,Hong Kong,2/29/2020 04:00,94,2,30
,Germany,2/29/2020 04:00,75,0,16
,France,2/29/2020 04:00,57,2,11
,Kuwait,2/29/2020 04:00,45,0,0
,Thailand,2/29/2020 04:00,42,0,28
,Bahrain,2/29/2020 04:00,38,0,0
Taiwan,Taiwan,2/29/2020 04:00,39,1,9
,Spain,2/29/2020 04:00,37,0,2
,Malaysia,2/29/2020 04:00,25,0,20
,UK,2/29/2020 04:00,20,0,8
,United Arab Emirates,2/29/2020 04:00,19,0,5
,Vietnam,2/29/2020 04:00,16,0,16
,Switzerland,2/29/2020 04:00,15,0,0
,Sweden,2/29/2020 04:00,11,0,0
Macau,Macau,2/29/2020 04:00,10,0,8
,Iraq,2/29/2020 04:00,8,0,0
,Israel,2/29/2020 04:00,7,0,1
,Austria,2/29/2020 04:00,6,0,0
,Norway,2/29/2020 04:00,6,0,0
,Oman,2/29/2020 04:00,6,0,0
,Croatia,2/29/2020 04:00,5,0,0
,Greece,2/29/2020 04:00,4,0,0
,Lebanon,2/29/2020 04:00,4,0,0
,Philippines,2/29/2020 04:00,3,1,2
,Finland,2/29/2020 04:00,3,0,1
,India,2/29/2020 04:00,3,0,3
,Romania,2/29/2020 04:00,3,0,1
,Denmark,2/29/2020 04:00,2,0,0
,Georgia,2/29/2020 04:00,2,0,0
,Mexico,2/29/2020 04:00,3,0,0
,Netherlands,2/29/2020 04:00,2,0,0
,Pakistan,2/29/2020 04:00,2,0,0
,Russia,2/29/2020 04:00,2,0,2
,Afghanistan,2/29/2020 04:00,1,0,0
,Algeria,2/29/2020 04:00,1,0,0
,Azerbaijan,2/29/2020 04:00,1,0,0
,Belarus,2/29/2020 04:00,1,0,0
Brussels,Belgium,2/29/2020 04:00,1,0,1
,Brazil,2/29/2020 04:00,1,0,0
,Cambodia,2/29/2020 04:00,1,0,1
,Egypt,2/29/2020 04:00,1,0,1
,Estonia,2/29/2020 04:00,1,0,0
,Iceland,2/29/2020 04:00,1,0,0
,Lithuania,2/29/2020 04:00,1,0,0
,North Macedonia,2/29/2020 04:00,1,0,0
,Monaco,2/29/2020 04:00,1,0,0
,Nepal,2/29/2020 04:00,1,0,1
,New Zealand,2/29/2020 04:00,1,0,0
,Nigeria,2/29/2020 04:00,1,0,0
,San Marino,2/29/2020 04:00,1,0,0
,Sri Lanka,2/29/2020 04:00,1,0,1
British Columbia,Canada,2/29/2020 04:00,7,0,3
Ontario,Canada,2/29/2020 04:00,7,0,3
Quebec,Canada,2/29/2020 04:00,1,0,0
Massachusetts,US,2/29/2020 04:00,1,0,0
Illinois,US,2/29/2020 04:00,2,0,2
Wisconsin,US,2/29/2020 04:00,1,0,0
WA,US,2/29/2020 04:00,3,0,1
California,US,2/29/2020 04:00,12,0,2
Arizona,US,2/29/2020 04:00,1,0,1
Texas,US,2/29/2020 04:00,1,0,0
Nebraska,US,2/29/2020 04:00,44,0,0
Oregon,US,2/29/2020 04:00,1,0,0
Queensland,Australia,2/29/2020 04:00,9,0,5
New South Wales,Australia,2/29/2020 04:00,4,0,4
Victoria,Australia,2/29/2020 04:00,7,0,4
South Australia,Australia,2/29/2020 04:00,3,0,2
Western Australia,Australia,2/29/2020 04:00,2,0,0
